matrix_key,title,status,blocked_reason,requires,recommended_next_action
punctuation_group_znaki_prepinaniya_pri_obosoblennyh_chlenah_predlozheniya_znaki_prepinaniya_pri_sravnitelnom_oborote,Знаки препинания при сравнительном обороте,metadata_only,BLOCK_METADATA_ONLY,[],keep as taxonomy heading only
punctuation_5_8_3,Указательное слово в основной части предложения,syntax_required,BLOCK_NEEDS_SYNTAX,"[""model"", ""syntax""]",add bounded syntax-backed candidate implementation
punctuation_5_8_5,Оборот типа «как и»,syntax_required,BLOCK_NEEDS_SYNTAX,"[""model"", ""syntax""]",add bounded syntax-backed candidate implementation
punctuation_5_8_6,Оборот в составе сказуемого,syntax_required,BLOCK_NEEDS_SYNTAX,"[""model"", ""syntax""]",add bounded syntax-backed candidate implementation
punctuation_5_8_7,Сравнительный оборот с «как»,syntax_required,BLOCK_NEEDS_SYNTAX,"[""model"", ""syntax""]",add bounded syntax-backed candidate implementation
punctuation_5_8_10,Устойчивые сочетания с союзом «как»,syntax_required,BLOCK_NEEDS_SYNTAX,"[""model"", ""syntax""]",add bounded syntax-backed candidate implementation
punctuation_5_8_11,Частица или наречие перед союзом в сравнительном обороте,syntax_required,BLOCK_NEEDS_SYNTAX,"[""model"", ""syntax""]",add bounded syntax-backed candidate implementation
punctuation_5_8_12,Повторение сравниваемого слова,syntax_required,BLOCK_NEEDS_SYNTAX,"[""model"", ""syntax""]",add bounded syntax-backed candidate implementation
punctuation_group_slova_i_sochetaniya_slov_grammaticheski_ne_svyazannye_s_chlenami_predlozheniya,"Слова и сочетания слов, грамматически не связанные с членами предложения",metadata_only,BLOCK_METADATA_ONLY,[],keep as taxonomy heading only
punctuation_group_slova_i_sochetaniya_slov_grammaticheski_ne_svyazannye_s_chlenami_predlozheniya_znaki_prepinaniya_pri_vvodnyh_i_vstavnyh_konstruktsiyah,Знаки препинания при вводных и вставных конструкциях,metadata_only,BLOCK_METADATA_ONLY,[],keep as taxonomy heading only
punctuation_6_1_2,"Вводные слова, омонимичные членам предложения или союзам",syntax_required,BLOCK_NEEDS_SYNTAX,"[""model"", ""syntax""]",add bounded syntax-backed candidate implementation
punctuation_6_1_3,Запятые при вводных словах с распространением,syntax_required,BLOCK_NEEDS_SYNTAX,"[""model"", ""syntax""]",add bounded syntax-backed candidate implementation
punctuation_6_1_5,"Слова, не являющиеся вводными",syntax_required,BLOCK_NEEDS_SYNTAX,"[""model"", ""syntax""]",add bounded syntax-backed candidate implementation
punctuation_6_1_6,Вставки,syntax_required,BLOCK_NEEDS_SYNTAX,"[""model"", ""syntax""]",add bounded syntax-backed candidate implementation
punctuation_6_1_7,Вводные предложения,syntax_required,BLOCK_NEEDS_SYNTAX,"[""model"", ""syntax""]",add bounded syntax-backed candidate implementation
punctuation_group_slova_i_sochetaniya_slov_grammaticheski_ne_svyazannye_s_chlenami_predlozheniya_znaki_prepinaniya_pri_obrascheniyah,Знаки препинания при обращениях,metadata_only,BLOCK_METADATA_ONLY,[],keep as taxonomy heading only
punctuation_6_3,"Знаки препинания при междометиях, междометных предложениях и частицах",syntax_required,BLOCK_NEEDS_SYNTAX,"[""model"", ""syntax""]",add bounded syntax-backed candidate implementation
punctuation_6_4,Знаки препинания при частицах,syntax_required,BLOCK_NEEDS_SYNTAX,"[""model"", ""syntax""]",add bounded syntax-backed candidate implementation
punctuation_6_5,"Знаки препинания при утвердительных, отрицательных и вопросительно-восклицательных словах",syntax_required,BLOCK_NEEDS_SYNTAX,"[""model"", ""syntax""]",add bounded syntax-backed candidate implementation
punctuation_group_znaki_prepinaniya_v_slozhnom_predlozhenii,Знаки препинания в сложном предложении,metadata_only,BLOCK_METADATA_ONLY,[],keep as taxonomy heading only
punctuation_group_znaki_prepinaniya_v_slozhnom_predlozhenii_slozhnosochinennoe_predlozhenie,Сложносочиненное предложение,metadata_only,BLOCK_METADATA_ONLY,[],keep as taxonomy heading only
punctuation_group_znaki_prepinaniya_v_slozhnom_predlozhenii_slozhnopodchinennoe_predlozhenie,Сложноподчиненное предложение,metadata_only,BLOCK_METADATA_ONLY,[],keep as taxonomy heading only
punctuation_7_2_2,Отсутствие запятой между частями сложноподчинённого предложения,syntax_required,BLOCK_NEEDS_SYNTAX,"[""model"", ""syntax""]",add bounded syntax-backed candidate implementation
punctuation_7_2_3,Запятая перед усилительно-ограничительными словами,syntax_required,BLOCK_NEEDS_SYNTAX,"[""model"", ""syntax""]",add bounded syntax-backed candidate implementation
punctuation_group_znaki_prepinaniya_v_slozhnom_predlozhenii_slozhnopodchinennoe_predlozhenie_zapyataya_pri_slozhnyh_soyuzah,Запятая при сложных союзах,metadata_only,BLOCK_METADATA_ONLY,[],keep as taxonomy heading only
punctuation_7_2_4_1,Расчленение сложного союза,syntax_required,BLOCK_NEEDS_SYNTAX,"[""model"", ""syntax""]",add bounded syntax-backed candidate implementation
punctuation_7_2_4_2,Нерасчленение сложного союза,syntax_required,BLOCK_NEEDS_SYNTAX,"[""model"", ""syntax""]",add bounded syntax-backed candidate implementation
punctuation_group_znaki_prepinaniya_v_slozhnom_predlozhenii_bessoyuznoe_slozhnoe_predlozhenie,Бессоюзное сложное предложение,metadata_only,BLOCK_METADATA_ONLY,[],keep as taxonomy heading only
punctuation_7_3_1,Запятая в бессоюзном сложном предложении,syntax_required,BLOCK_NEEDS_SYNTAX,"[""model"", ""syntax""]",add bounded syntax-backed candidate implementation
punctuation_group_znaki_prepinaniya_pri_pryamoy_rechi_i_tsitatah,Знаки препинания при прямой речи и цитатах,metadata_only,BLOCK_METADATA_ONLY,[],keep as taxonomy heading only
punctuation_group_znaki_prepinaniya_pri_pryamoy_rechi_i_tsitatah_znaki_prepinaniya_pri_pryamoy_rechi,Знаки препинания при прямой речи,metadata_only,BLOCK_METADATA_ONLY,[],keep as taxonomy heading only
punctuation_8_1_3,Разрыв прямой речи,syntax_required,BLOCK_NEEDS_SYNTAX,"[""model"", ""syntax""]",add bounded syntax-backed candidate implementation
punctuation_8_1_4,Прямая речь внутри слов автора,syntax_required,BLOCK_NEEDS_SYNTAX,"[""model"", ""syntax""]",add bounded syntax-backed candidate implementation
punctuation_8_1_6,Реплики с особой строки,syntax_required,BLOCK_NEEDS_SYNTAX,"[""model"", ""syntax""]",add bounded syntax-backed candidate implementation
punctuation_8_2,Знаки препинания при цитатах,syntax_required,BLOCK_NEEDS_SYNTAX,"[""model"", ""syntax""]",add bounded syntax-backed candidate implementation
punctuation_group_sochetanie_znakov_prepinaniya,Сочетание знаков препинания,metadata_only,BLOCK_METADATA_ONLY,[],keep as taxonomy heading only
punctuation_9_1,Вопросительный и восклицательный знаки,syntax_required,BLOCK_NEEDS_SYNTAX,"[""model"", ""syntax""]",add bounded syntax-backed candidate implementation
punctuation_9_2,Вопросительный или восклицательный знак с многоточием,syntax_required,BLOCK_NEEDS_SYNTAX,"[""model"", ""syntax""]",add bounded syntax-backed candidate implementation
punctuation_9_3,Запятая и тире,syntax_required,BLOCK_NEEDS_SYNTAX,"[""model"", ""syntax""]",add bounded syntax-backed candidate implementation
punctuation_9_4,Многоточие и двоеточие вместо запятой,syntax_required,BLOCK_NEEDS_SYNTAX,"[""model"", ""syntax""]",add bounded syntax-backed candidate implementation
punctuation_9_7,Оформление сноски,syntax_required,BLOCK_NEEDS_SYNTAX,"[""model"", ""syntax""]",add bounded syntax-backed candidate implementation
punctuation_9_8,Несколько тире в предложении,syntax_required,BLOCK_NEEDS_SYNTAX,"[""model"", ""syntax""]",add bounded syntax-backed candidate implementation
punctuation_group_vzaimodeystvie_znakov_prepinaniya_v_slozhnyh_konstruktsiyah,Взаимодействие знаков препинания в сложных конструкциях,metadata_only,BLOCK_METADATA_ONLY,[],keep as taxonomy heading only
punctuation_group_neyropunktuatsiya,Нейропунктуация,metadata_only,BLOCK_METADATA_ONLY,[],keep as taxonomy heading only
punctuation_11_1,Постановка запятой,model_required,BLOCK_NO_CANDIDATE,"[""model""]",add candidate generator and candidate-backed probes
punctuation_11_2,Постановка тире,model_required,BLOCK_NO_CANDIDATE,"[""model""]",add candidate generator and candidate-backed probes
punctuation_11_3,Постановка двоеточия,model_required,BLOCK_NO_CANDIDATE,"[""model""]",add candidate generator and candidate-backed probes
punctuation_11_4,Постановка запятой и тире,model_required,BLOCK_NO_CANDIDATE,"[""model""]",add candidate generator and candidate-backed probes
punctuation_11_5,Постановка точки с запятой,model_required,BLOCK_NO_CANDIDATE,"[""model""]",add candidate generator and candidate-backed probes
