source_dataset,source,target,reason,edit_summary,detected_error_types,candidate_present
spellcheck_punctuation_benchmark,"Я ?? хотела весь октябрь обойтись без покупки карт и накопить на камбэк, но только что КУПИЛА 2 КАРТЫ ЮНГИ ЛОЛ","Я хотела весь октябрь обойтись без покупки карт и накопить на камбэк, но только что купила 2 карты Юнги, лол!",forbidden_domain_noise,,[],False
spellcheck_punctuation_benchmark,"Добрае утро, люди или жа коты!!","Доброе утро, люди или же коты!",candidate_missing,punctuation_delete:!->:unknown,"[""punctuation""]",False
spellcheck_punctuation_benchmark,"Это реально таааак классно. Украинцы творят прекрасную историю прямо сейчас, я так рада что живу с вами в одно время и очень сильно завидую (не по злому). После средневековой Рашки такие новости читаю с изумлением и неверием, вы крутые реально","Это реально так классно! Украинцы творят прекрасную историю прямо сейчас, я так рада, что живу с вами в одно время и очень сильно завидую (не по-злому). После средневековой ""Рашки"" такие новости читаю с изумлением и неверием, вы крутые реально.",disallowed_error_type,"final_punctuation:->.:unknown; hyphen_change:по злому->по-злому:hyphen_po_adverbs; punctuation_replace:.->!:unknown; punctuation_insert:->,:unknown; punctuation_insert:->"":unknown; punctuation_insert:->"":unknown","[""final_punctuation"", ""hyphen"", ""punctuation""]",True
spellcheck_punctuation_benchmark,"МИД РФ предпочёл умолчать о большевитском терроре с 1939 по июнь 1941 на территории Западной Беларуси и Украины, в Литве, Латвии, Эстонии, о катынском и ином военном преступлении Для сравнения с 1940-1941 в Эстонии большевики убили больше эстонцев, чем гитлеровцы за всю войну.","МИД РФ предпочёл умолчать о большевистском терроре с 1939 по июнь 1941 на территории Западной Беларуси и Украины, в Литве, Латвии, Эстонии, о катынском и ином военном преступлении. Для сравнения с 1940-1941 в Эстонии большевики убили больше эстонцев, чем гитлеровцы за всю войну.",candidate_missing,punctuation_insert:->.:unknown,"[""punctuation""]",False
spellcheck_punctuation_benchmark,"Заказала новую аву для тнрс, теперь жду октябрь с нетерпением, ибо только тогда смогут сделать :3","Заказала новую аву для ""ТНРС"", теперь жду октябрь с нетерпением, ибо только тогда смогут сделать. :3",candidate_missing,"punctuation_insert:->"":unknown; punctuation_insert:->"":unknown; punctuation_insert:->.:unknown","[""punctuation""]",False
spellcheck_punctuation_benchmark,"Все ещё хантер русреал ау! Леорио студент меда пытается выжить на стипендию как мы знаем это невозможно Киллуа младший брат Иллуми но всем говорит что у него нет старшего брата Гон лучший мальчик все бабушки во дворе любят и дают конфеты, батя ушёл из семьи когда Гон родился","Все ещё Хантер. Русреал. Ау! Леорио, студент меда, пытается выжить на стипендию. Как мы знаем, это невозможно. Киллуа младший брат Иллуми, но всем говорит, что у него нет старшего брата. Гон лучший мальчик. Все бабушки во дворе любят и дают конфеты. Батя ушёл из семьи, когда Гон родился.",too_many_tokens,,[],False
spellcheck_punctuation_benchmark,Просыпайтесь фронтендеры! Сентябрь горит.,"Просыпайтесь, фронтендеры! Сентябрь горит.",too_few_tokens,,[],False
spellcheck_punctuation_benchmark,пов вы прочли лето в пионерском галстуке и решили послушать ту самую песню из мюзикла юнона и авось,"ПОВ: вы прочли ""Лето в пионерском галстуке"" и решили послушать ту самую песню из мюзикла ""Юнона и Авось"".",disallowed_error_type,"final_punctuation:->.:unknown; case_change:п->П:unknown; punctuation_insert:->::unknown; punctuation_insert:->"":unknown; punctuation_insert:->"":unknown; punctuation_insert:->"":unknown; punctuation_insert:->"":unknown","[""case"", ""final_punctuation"", ""punctuation""]",True
spellcheck_punctuation_benchmark,"Вот и зима прошла. Вот так же,когда нибудь,став на лыжи уйдут непрошеные гости.... Запах портянок и кирзачей нужно будет выветрить.","Вот и зима прошла. Вот так же когда-нибудь, став на лыжи, уйдут непрошеные гости.... Запах портянок и кирзачей нужно будет выветрить.",disallowed_error_type,"hyphen_change:когда нибудь->когда-нибудь:hyphen_particles; punctuation_delete:,->:unknown; punctuation_insert:->,:unknown","[""hyphen"", ""punctuation""]",True
spellcheck_punctuation_benchmark,"Валютные вклады Сбербанка за август сократились на 1,2 миллиарда долларов И все из-за того, что альтернативно одаренный товарищ Костин из ВТБ порассуждал немножко о возможности принудительной конвертации долларовыв вкладов.","Валютные вклады Сбербанка за август сократились на 1,2 миллиарда долларов. И всё из-за того, что альтернативно одарённый товарищ Костин из ВТБ порассуждал немножко о возможности принудительной конвертации долларовых вкладов.",candidate_missing,punctuation_insert:->.:unknown,"[""punctuation""]",False
spellcheck_punctuation_benchmark,"расскажу немного про мой универ и хто я. учусь я в уггу (горный) на эколога, оказалась я там по воле случая, просто потому, что девочка в приемной комиссии, которая со мной общалась, училась на этом направлении. в группе изначально нас было 9, но к окончанию осталось 5.","Расскажу немного про мой универ и кто я. Учусь я в УГГУ (горный) на эколога, оказалась я там по воле случая, просто потому, что девочка в приёмной комиссии, которая со мной общалась, училась на этом направлении. В группе изначально нас было 9, но к окончанию осталось 5.",too_many_tokens,,[],False
spellcheck_punctuation_benchmark,Поскольку щас лето и тема прыщей особенно актуальна хочу спросить...В ТТ щас многие говорят о чудо действии мази Вишневского и ихтиоле Если кто пользовалась ими - можете сказать помогли они вам или нет? Понимаю что кода у всех разная но всё же Об их запахе я тоже знаю,"Поскольку щас лето, и тема прыщей особенно актуальна, хочу спросить. В ""ТТ"" щас многие говорят о чудодействии мази Вишневского и ихтиоле. Если кто пользовался ими, можете сказать, помогли они вам или нет? Понимаю, что кожа у всех разная, но всё же. Об их запахе я тоже знаю.",too_many_tokens,,[],False
spellcheck_punctuation_benchmark,Дмитрий Киселев пререночевал в крематории подземной тюрьмы под СПб.,Дмитрий Киселев переночевал в крематории подземной тюрьмы под СПб.,unsupported_edit_type,,[],False
spellcheck_punctuation_benchmark,немного грущу что мне не надо идти в универ и я не смогу пощеголять в своих новых бомбически красивых брюках перед всеми,"Немного грущу, что мне не надо идти в универ и я не смогу пощеголять в своих новых бомбически красивых брюках перед всеми.",disallowed_error_type,"final_punctuation:->.:unknown; case_change:н->Н:unknown; punctuation_insert:->,:unknown","[""case"", ""final_punctuation"", ""punctuation""]",True
spellcheck_punctuation_benchmark,удивляюсь тому каким мой инст стал за эти весну и лето . . .,"Удивляюсь тому, каким мой инст стал за эти весну и лето...",disallowed_error_type,"case_change:у->У:unknown; punctuation_insert:->,:unknown","[""case"", ""punctuation""]",True
spellcheck_punctuation_benchmark,"Короче, я очень устала работать н четырёх работах одновременно и хочу одну и классную. Могу писать тексты, большие и маленькие, могу делать смм-стратегию и кучу всего ещё. Если у вас есть вакансия в спб или на удаленке с зп от 60к — напишите мне в тг, пожалуйста (ник как здесь)","Короче, я очень устала работать на четырёх работах одновременно и хочу одну и классную. Могу писать тексты, большие и маленькие, могу делать СММ-стратегию и кучу всего ещё. Если у вас есть вакансия в СПб или на удалёнке с ЗП от 60к — напишите мне в тг, пожалуйста (ник как здесь).",too_many_tokens,,[],False
spellcheck_punctuation_benchmark,"Вот, шлют мне медики из Покровской больницы СПб. Это там, где официально 6 короновирусных.Больница работает на прием пневмонии. Цитирую: ""Завал полный. Смотровые битком. Все бегают в мыле. 5-6 скорых за 10 мин приезжают. Такое ощущение что пол Питера на пневмонии, если не больше""","Вот, шлют мне медики из Покровской больницы СПб. Это там, где официально 6 коронавирусных. Больница работает на приём пневмонии. Цитирую: ""Завал полный. Смотровые битком. Все бегают в мыле. 5-6 скорых за 10 мин. приезжают. Такое ощущение, что пол-Питера на пневмонии, если не больше"".",disallowed_error_type,"final_punctuation:->.:unknown; hyphen_change:пол Питера->пол-питера:pol_polu_compounds; punctuation_insert:->.:unknown; punctuation_insert:->,:unknown","[""final_punctuation"", ""hyphen"", ""punctuation""]",True
spellcheck_punctuation_benchmark,"я вообще не особый любитель смол-токов и светских бесед, но так как я теперь владелица собаки, моя социализация выросла в разы. я даже не представляла насколько собаки объединяют самых разных людей, это все можно сравнить, разве что , с родительством.","Я вообще не особый любитель смол-токов и светских бесед, но так как я теперь владелица собаки, моя социализация выросла в разы. Я даже не представляла, насколько собаки объединяют самых разных людей, это всё можно сравнить, разве что с родительством.",disallowed_error_type,"case_change:я->Я:unknown; punctuation_insert:->,:unknown; punctuation_delete:,->:unknown","[""case"", ""punctuation""]",True
spellcheck_punctuation_benchmark,ученица спросила меня почему у меня идеи по сочинениям лучше чем у нее...................................олмоуст лайк айм зе тичер энд итс личрали май джоб,"Ученица спросила меня, почему у меня идеи по сочинениям лучше, чем у неё. ""Олмоуст лайк айм зе тичер энд итс личрали май джоб"".",char_edit_distance_too_high,,[],False
spellcheck_punctuation_benchmark,хенликсы коты минхо я все сказала,Хенликсы - коты Минхо. Я всё сказала.,disallowed_error_type,final_punctuation:->.:unknown; case_change:х->Х:unknown; punctuation_insert:->.:unknown,"[""case"", ""final_punctuation"", ""punctuation""]",True
spellcheck_punctuation_benchmark,а вдруг этот тот безработный студент из фанплюса виноват,А вдруг это тот безработный студент из Фанплюса виноват?,disallowed_error_type,final_punctuation:->?:unknown; case_change:а->А:unknown,"[""case"", ""final_punctuation""]",True
spellcheck_punctuation_benchmark,"Людям начали штрафы выписывать за нарушение самоизоляции, на каком основание? Я видел только инфу о РЕКОМЕНДАЦИЯХ самоизоляции. Конкретно Спб как дела обстоят?","Людям начали штрафы выписывать за нарушение самоизоляции, на каком основании? Я видел только инфу о рекомендациях самоизоляции. Конкретно СПб., как дела обстоят?",candidate_missing,"punctuation_insert:->.:unknown; punctuation_insert:->,:unknown","[""punctuation""]",False
spellcheck_punctuation_benchmark,"Кроули: *Пришел невыспавшимся на пару* Студент 1: Это... Кроули: *Посылает его к гибискусам* Студент 2: ... Кроули: Ты тоже иди к гибискусам.....и Люцифера возьми, он давно не гулял. Вы поняли, кто из студентов написал макси фанфик с офигенным сюжетом.","Кроули: *Пришёл невыспавшимся на пару* Студент 1: Это... Кроули: *Посылает его к гибискусам* Студент 2: ... Кроули: Ты тоже иди к гибискусам.....и Люцифера возьми, он давно не гулял. Вы поняли, кто из студентов написал макси-фанфик с офигенным сюжетом.",unsupported_edit_type,,[],False
spellcheck_punctuation_benchmark,"Во Франции народ вышел, ""пошумел"" против местного варианта QR-кодов и ограничения прав невакцинированных - и, оп-ля - Сенат перенес на осень утверждение ограничительного законопроекта. А там еще видно будет - народ бдит.","Во Франции народ вышел, ""пошумел"" против местного варианта QR-кодов и ограничения прав невакцинированных — и, опля — Сенат перенёс на осень утверждение ограничительного законопроекта. А там ещё видно будет — народ бдит.",candidate_missing,punctuation_insert:->—:unknown; punctuation_insert:->—:unknown; punctuation_insert:->—:unknown,"[""punctuation""]",False
spellcheck_punctuation_benchmark,Также ЦБ лихорадочно повысил прогноз по вывозу на 2019 год: с 20 до 35 млрд. долларов. 20 сейчас смотрится просто смешно: только за январь-февраль выезли уже почти 19 млрд. долларов.,Также ЦБ лихорадочно повысил прогноз по вывозу на 2019 год: с 20 до 35 млрд. долларов. 20 сейчас смотрится просто смешно: только за январь-февраль вывезли уже почти 19 млрд. долларов.,unsupported_edit_type,,[],False
spellcheck_punctuation_benchmark,"Студент: - Я вот лишь знаю, что в Питере много алкашей, наркоманов и суицидников. Переезжать туда не собираюсь. Я: - Вообще-то... (оцениваю свою жизнь и понимаю, что всё-всё - это про меня). Я: - Давайте работать...","Студент: Я вот лишь знаю, что в Питере много алкашей, наркоманов и суицидников. Переезжать туда не собираюсь. Я: - Вообще-то... (оцениваю свою жизнь и понимаю, что всё-всё - это про меня). Я: - Давайте работать...",unsupported_edit_type,,[],False
spellcheck_punctuation_benchmark,извините это уже 40 круток они дали просто так за сентябрь? михойо за это время дали целых 2 крутки,"Извините, это уже 40 круток они дали просто так за сентябрь? ""Михойо"" за это время дали целых 2 крутки.",disallowed_error_type,"final_punctuation:->.:unknown; case_change:и->И:unknown; punctuation_insert:->,:unknown; punctuation_insert:->"":unknown; punctuation_insert:->"":unknown","[""case"", ""final_punctuation"", ""punctuation""]",True
spellcheck_punctuation_benchmark,"Срочные новости из самого сердца России: войска НАТО перешли в наступление и сожгли наносортир. Завистливые страны подлого Альянса разрушили эти иннавационные сооружения, потому что завидуют, что у них таких нет. Репортаж с места событий.","Срочные новости из самого сердца России: войска НАТО перешли в наступление и сожгли наносортир. Завистливые страны подлого альянса разрушили эти инновационные сооружения, потому что завидуют, что у них таких нет. Репортаж с места событий.",unsupported_edit_type,,[],False
spellcheck_punctuation_benchmark,"После уничтожения рашонаемников вагнеровцев в Сирии скажу рашистам одно:Вспомните август 2014 года,когда вы как в тире расстреляли украинскую колонну в так называемом""зеленом коридоре""под Иловайском...Вы все поняли...","После уничтожения рашонаёмников-вагнеровцев в Сирии скажу рашистам одно: вспомните август 2014 года, когда вы, как в тире, расстреляли украинскую колонну в так называемом ""зелёном коридоре"" под Иловайском. Вы всё поняли.",candidate_missing,"punctuation_insert:->,:unknown; punctuation_insert:->,:unknown; punctuation_delete:.->:unknown; punctuation_delete:.->:unknown; punctuation_delete:.->:unknown; punctuation_delete:.->:unknown","[""punctuation""]",False
spellcheck_punctuation_benchmark,"Вычитала, что в стрессовых ситуациях собаки копируют поведение хозяев Поэтому, когда на прогулке мимо нас едет сигналящий поезд, я изо всех сил притворяюсь, что мне прфиг Пёсель смотрит на меня и... Тоже делает вид, что всё ок, хотя со стороны видно - он щас обоссытся от страха","Вычитала, что в стрессовых ситуациях собаки копируют поведение хозяев. Поэтому, когда на прогулке мимо нас едет сигналящий поезд, я изо всех сил притворяюсь, что мне пофиг. Пёсель смотрит на меня и тоже делает вид, что всё ок, хотя со стороны видно - он сейчас обоссытся от страха.",too_many_tokens,,[],False
spellcheck_punctuation_benchmark,пропускаю лайв намсоков из-за того что получаю диплом один лайк и я насылаю на универ проклятье на 100 лет,"Пропускаю лайв ""намсоков"" из-за того, что получаю диплом. Один лайк - и я насылаю на универ проклятье на 100 лет.",disallowed_error_type,"final_punctuation:->.:unknown; case_change:п->П:unknown; punctuation_insert:->"":unknown; punctuation_insert:->"":unknown; punctuation_insert:->,:unknown; punctuation_insert:->.:unknown","[""case"", ""final_punctuation"", ""punctuation""]",True
spellcheck_punctuation_benchmark,"Ещё прислали из кототеля Очень, говорят, у меня хорошечные коты.","Ещё прислали из кототеля. Очень, говорят, у меня хорошечные коты.",candidate_missing,punctuation_insert:->.:unknown,"[""punctuation""]",False
spellcheck_punctuation_benchmark,Микаса: просто вздохнула Я:майгёрл,Микаса просто вздохнула. Я май гёрл.,token_edit_distance_too_high,,[],False
spellcheck_punctuation_benchmark,"Дежа вю. Поймал сегодня в СПб такое же чувство, как в Минске 24 августа. Вечером на улицах толпы протестующих, заграждения, мигалки, ОМОН, автозаки, аресты, бьют людей, а утром как будто бы ничего этого не было – все спешат по своим делам. Кроме тех, кто сидит, разумеется. Жуть.","Дежа вю. Поймал сегодня в СПб. такое же чувство, как в Минске 24 августа. Вечером на улицах толпы протестующих, заграждения, мигалки, ОМОН, автозаки, аресты, бьют людей, а утром как будто бы ничего этого не было — все спешат по своим делам. Кроме тех, кто сидит, разумеется. Жуть.",too_many_tokens,,[],False
spellcheck_punctuation_benchmark,эти слова из май юниверс хочется посветить самим бантан «ты моя вселенная заставляешь мой мир светиться изнутри» потому что так и есть??? они буквально вселенная для миллионов людей :(((,"Эти слова из ""Май юниверс"" хочется посвятить самим бантан ""Ты, моя вселенная, заставляешь мой мир светиться изнутри"". Потому что так и есть. Они буквально вселенная для миллионов людей.",disallowed_error_type,"final_punctuation:->.:unknown; case_change:э->Э:unknown; punctuation_insert:->"":unknown; punctuation_insert:->"":unknown; punctuation_replace:«->"":unknown; punctuation_insert:->,:unknown; punctuation_insert:->,:unknown; punctuation_replace:»->"":unknown; punctuation_insert:->.:unknown; punctuation_replace:?->.:unknown; punctuation_delete:?->:unknown; punctuation_delete:?->:unknown; punctuation_delete::->:unknown; punctuation_delete:(->:unknown; punctuation_delete:(->:unknown; punctuation_delete:(->:unknown","[""case"", ""final_punctuation"", ""punctuation""]",True
spellcheck_punctuation_benchmark,сережа: я порезал все свои футболки на кроп топы юля: но сейчас зима сережа: я знаю но олег уехал а он 80% моего самоконтроля,"Серёжа: ""Я порезал все свои футболки на кроп-топы"". Юля: ""Но сейчас зима"". Серёжа: ""Я знаю, но Олег уехал, а он - 80% моего самоконтроля"".",token_edit_distance_too_high,,[],False
spellcheck_punctuation_benchmark,"хэдю что у Ричарда есть дача, куда он уезжает каждое лето и в грязной белой рубашке и косынке на голове капается в земле и выращивает огурцы","Хэдю, что у Ричарда есть дача, куда он уезжает каждое лето и в грязной белой рубашке и косынке на голове копается в земле и выращивает огурцы.",disallowed_error_type,"final_punctuation:->.:unknown; case_change:х->Х:unknown; punctuation_insert:->,:unknown","[""case"", ""final_punctuation"", ""punctuation""]",True
spellcheck_punctuation_benchmark,короче проретвитьте пож заниматься можем весь июль и потом после августа хоть весь год!! я клево шучу и понятно объясняю,"Короче, проретвитьте, пож: ""Заниматься можем весь июль и потом, после августа, хоть весь год!! Я клёво шучу и понятно объясняю"".",disallowed_error_type,"final_punctuation:->.:unknown; case_change:к->К:unknown; punctuation_insert:->,:unknown; punctuation_insert:->,:unknown; punctuation_insert:->::unknown; punctuation_insert:->"":unknown; punctuation_insert:->,:unknown; punctuation_insert:->,:unknown; punctuation_insert:->"":unknown","[""case"", ""final_punctuation"", ""punctuation""]",True
spellcheck_punctuation_benchmark,"Уже почти август, а у нас: 1. Нет анонса Call of Duty 2. Нет анонса игры про Бэтмена, хотя были тизеры 3. Нет информации о том, какие свои игры Sony обновит для PS5 и как 4. Куча дыр в спецификациях и фичер-листах новых консолей, нет цен 5. Полупустое расписание релизов на осень","Уже почти август, а у нас: 1. Нет анонса Call of Duty; 2. Нет анонса игры про Бэтмена, хотя были тизеры; 3. Нет информации о том, какие свои игры Sony обновит для PS5 и как; 4. Куча дыр в спецификациях и фичер-листах новых консолей, нет цен; 5. Полупустое расписание релизов на осень.",too_many_tokens,,[],False
spellcheck_punctuation_benchmark,"Лол, что? Федра С-Пб забрала у Стаси все костюмы, которые ей оплачивала и в итоге она сейчас катается в том, что одолжил Бетина с днем позора, верните пжлст прошлого главного в спб федре","Лол, что? ""Федра"" СПб забрала у Стаси все костюмы, которые ей оплачивала, и в итоге она сейчас катается в том, что одолжил Бетина. С днём позора. Верните, пожалуйста, прошлого главного в СПб ""Федре"".",forbidden_domain_noise,,[],False
spellcheck_punctuation_benchmark,"Я не одобряю риск жизни человека, ради животного! Погибнуть ради собаки.... оставить детей на берегу, а вдруг сиротами.. сомнительное геройство, скорее Глупость! Сотни животных гибнут ежедневно, да жалко, но если летом пожалуйста, подцепила часотку, но жива останется! Хз вообщем","Я не одобряю риск жизни человека ради животного! Погибнуть ради собаки, оставить детей на берегу (а вдруг сиротами?) - сомнительное геройство, скорее глупость! Сотни животных гибнут ежедневно, да, жалко, но если летом - пожалуйста, подцепила чесотку, но жива останется! Хз, в общем.",disallowed_error_type,"final_punctuation:->.:unknown; split_word:вообщем->в общем:frequent_error_exact; punctuation_delete:,->:unknown; punctuation_replace:.->,:unknown; punctuation_delete:.->:unknown; punctuation_delete:.->:unknown; punctuation_delete:.->:unknown; punctuation_replace:,->(:unknown; punctuation_replace:.->?:unknown; punctuation_replace:.->):unknown; punctuation_insert:->,:unknown; punctuation_insert:->,:unknown","[""final_punctuation"", ""punctuation"", ""split_join""]",True
spellcheck_punctuation_benchmark,Зима в Екатерининском парук Царского Села.,Зима в Екатерининском парке Царского Села.,unsupported_edit_type,,[],False
spellcheck_punctuation_benchmark,"Зима... кацапы, торжествуя, В ""Арматах"" обновляют путь.. Они, наживы вкус почуя, Хотят Украiну нагнуть. Их сто пятнадцать миллионов - Безжалостных и злобных орд. Но как бы не был враг суровым, Ответ Тараса будет твёрд!","Зима. Кацапы, торжествуя, в ""Арматах"" обновляют путь... Они, наживы вкус почуя, хотят Украину нагнуть. Их сто пятнадцать миллионов безжалостных и злобных орд. Но как бы ни был враг суров, ответ Тараса будет твёрд!",candidate_missing,punctuation_delete:.->:unknown; punctuation_delete:.->:unknown; punctuation_insert:->.:unknown,"[""punctuation""]",False
spellcheck_punctuation_benchmark,1990 он ганзага алоон ш дээ УБ Бээжин Москва ...,"1990, он Гонзага Алоон Ш. дээ, УБ-Бээжин, Москва.",token_edit_distance_too_high,,[],False
spellcheck_punctuation_benchmark,"зима в киеве все ещё не наступила, потому что ее доставляют укрпочтой.","Зима в Киеве всё ещё не наступила, потому что её доставляют ""Укрпочтой"".",disallowed_error_type,"case_change:з->З:unknown; punctuation_insert:->"":unknown; punctuation_insert:->"":unknown","[""case"", ""punctuation""]",True
spellcheck_punctuation_benchmark,"сережа не очень любил осень с детства - не любил день рождения. олег же по этой же причине осень обожал, он обожал сбегать раньше со школы в одиночку, чтобы найти самые лучшие подарки сереже, даже если на них придется потратить последние деньги, даже если это будут арома свечки","Серёжа не очень любил осень с детства — не любил день рождения. Олег же по этой же причине осень обожал: он обожал сбегать раньше со школы в одиночку, чтобы найти самые лучшие подарки Серёже, даже если на них придётся потратить последние деньги, даже если это будут аромасвечки .",too_many_tokens,,[],False
spellcheck_punctuation_benchmark,"имхо, смотря на своё прошлое - самая отличная позиция, умеренный пофигизм помог мне окончить школу и спокойно поступить в универ с целой кукухой ;)","Имхо, смотря на своё прошлое — самая отличная позиция, умеренный пофигизм помог мне окончить школу и спокойно поступить в универ с целой кукухой. ;)",forbidden_domain_noise,,[],False
spellcheck_punctuation_benchmark,лето закончилось и самое время показать вам это - нарисовала самую крутую тусу в мире - нашу московскую компанию которая сделала мое лето особенно незабываемым! на фотке из Зеленограда,"Лето закончилось, и самое время показать вам это: нарисовала самую крутую тусу в мире - нашу московскую компанию, которая сделала моё лето особенно незабываемым! На фотке из Зеленограда...",disallowed_error_type,"final_punctuation:->.:unknown; case_change:л->Л:unknown; punctuation_insert:->,:unknown; punctuation_insert:->::unknown; punctuation_insert:->,:unknown; punctuation_insert:->.:unknown; punctuation_insert:->.:unknown","[""case"", ""final_punctuation"", ""punctuation""]",True
spellcheck_punctuation_benchmark,универ би лайк ну всё после карантина мы потихоньку открыв- ой у нас экстренная эвакуация говорят нас заминировали ну тогда снова закрываемся,"Универ би лайк. Ну всё, после карантина мы потихоньку открыв... Ой, у нас экстренная эвакуация, говорят, нас заминировали, ну тогда снова закрываемся.",disallowed_error_type,"final_punctuation:->.:unknown; case_change:у->У:unknown; punctuation_insert:->.:unknown; punctuation_insert:->,:unknown; punctuation_insert:->.:unknown; punctuation_insert:->.:unknown; punctuation_insert:->.:unknown; punctuation_insert:->,:unknown; punctuation_insert:->,:unknown; punctuation_insert:->,:unknown; punctuation_insert:->,:unknown","[""case"", ""final_punctuation"", ""punctuation""]",True
spellcheck_punctuation_benchmark,"Оказывается, я бесплатно покатал банан по машруту Воронеж-Казань-Воронеж.","Оказывается, я бесплатно покатал банан по маршруту Воронеж - Казань - Воронеж.",unsupported_edit_type,,[],False
spellcheck_punctuation_benchmark,Уважаемые сочинцы! Из за карантина закрылись кафе и рестораны и часть магазинов в связи с чем бездомные собаки и кошки испытывают голод ! По возможности выгуливая своих питомцев или вынося мусор захватите и оставьте и им немного еды. Особо страдают собаки на побережьи !,"Уважаемые сочинцы! Из-за карантина закрылись кафе и рестораны и часть магазинов, в связи с чем бездомные собаки и кошки испытывают голод! По возможности, выгуливая своих питомцев или вынося мусор, захватите и оставьте и им немного еды. Особо страдают собаки на побережье!",candidate_missing,"punctuation_insert:->,:unknown; punctuation_insert:->,:unknown; punctuation_insert:->,:unknown","[""punctuation""]",False
spellcheck_punctuation_benchmark,следующий концерт импры в спб 19 декабря?,Следующий концерт Импры в СПб. 19 декабря?,disallowed_error_type,case_change:с->С:unknown; punctuation_insert:->.:unknown,"[""case"", ""punctuation""]",True
spellcheck_punctuation_benchmark,киношные сероволки сильно изменились за лето,Киношные сероволки сильно изменились за лето.,disallowed_error_type,final_punctuation:->.:unknown; case_change:к->К:unknown,"[""case"", ""final_punctuation""]",True
spellcheck_punctuation_benchmark,"акк джэхёна • бросил универ из-за работы и отца, собирает деньги на его лечение, поэтому работает на двух работах. днем - милый бариста джэхён, а ночью стриптизер юно для богатых клиентов. и нет, у него нет бессонницы, название ночного клуба «INSOMNIA»","Акк Джэхёна: бросил универ из-за работы и отца, собирает деньги на его лечение, поэтому работает на двух работах. Днём — милый бариста Джэхён, а ночью — стриптизёр Юно для богатых клиентов. И нет, у него нет бессонницы, название ночного клуба — ""INSOMNIA"".",disallowed_error_type,"final_punctuation:->.:unknown; case_change:а->А:unknown; punctuation_insert:->::unknown; punctuation_insert:->—:unknown; punctuation_insert:->—:unknown; punctuation_replace:«->—:unknown; punctuation_replace:»->"":unknown","[""case"", ""final_punctuation"", ""punctuation""]",True
spellcheck_punctuation_benchmark,"Раньше мне только казалось, а сейчас я просто уверен - IQ у моей собаки гораздо выше чем у этого умственноотсталого колхозного маразматика.","Раньше мне только казалось, а сейчас я просто уверен — IQ у моей собаки гораздо выше, чем у этого умственно отсталого колхозного маразматика.",candidate_missing,"punctuation_insert:->—:unknown; punctuation_insert:->,:unknown","[""punctuation""]",False
spellcheck_punctuation_benchmark,пов: ты вернулась в май 2020,Пов: ты вернулась в май 2020.,disallowed_error_type,final_punctuation:->.:unknown; case_change:п->П:unknown,"[""case"", ""final_punctuation""]",True
spellcheck_punctuation_benchmark,"Если серьезно - кто-нибудь знает, почему коты так делают? Не нашла ни одного научного объяснения, поэтому считаю, что моя кошка просто с сучливым характером.","Если серьёзно, кто-нибудь знает, почему коты так делают? Не нашла ни одного научного объяснения, поэтому считаю, что моя кошка просто с сучливым характером.",candidate_missing,"punctuation_insert:->,:unknown","[""punctuation""]",False
spellcheck_punctuation_benchmark,чан - 20 лет - единственный друг чанбина - узнал о чанбине когда со вселился в его младшего брата еще в подростковом возрасте с тех пор они и общаются - бросил универ и работает барменом - фанат егора крида - верит в сверхъестественное - если бы не он чанбин бы уже загнулся,"Чан, 20 лет, единственный друг Чанбина, узнал о Чанбине, когда Со вселился в его младшего брата ещё в подростковом возрасте, с тех пор они и общаются, бросил универ и работает барменом, фанат Егора Крида, верит в сверхъестественное. Если бы не он, Чанбин бы уже загнулся.",disallowed_error_type,"final_punctuation:->.:unknown; case_change:ч->Ч:unknown; punctuation_insert:->,:unknown; punctuation_insert:->,:unknown; punctuation_insert:->,:unknown; punctuation_insert:->,:unknown; punctuation_insert:->,:unknown; punctuation_insert:->,:unknown; punctuation_insert:->,:unknown; punctuation_insert:->,:unknown; punctuation_insert:->.:unknown; punctuation_insert:->,:unknown","[""case"", ""final_punctuation"", ""punctuation""]",True
spellcheck_punctuation_benchmark,мне ниче из одежды нельзя положить на пять минут я приду коты уже вовсю на ней спят и всё в их шерсти,"Мне ничего из одежды нельзя положить на пять минут: я приду - коты уже вовсю на ней спят, и всё в их шерсти.",disallowed_error_type,"final_punctuation:->.:unknown; case_change:м->М:unknown; punctuation_insert:->::unknown; punctuation_insert:->,:unknown","[""case"", ""final_punctuation"", ""punctuation""]",True
spellcheck_punctuation_benchmark,Лето в Турции и в октябре будет тожеКак же им повезло ааааа,"Лето в Турции и в октябре будет тоже. Как же им повезло, а-а-а!",candidate_missing,"final_punctuation:->!:unknown; punctuation_insert:->.:unknown; punctuation_insert:->,:unknown","[""final_punctuation"", ""punctuation""]",False
