row_index,category,rule_hint,source_text,target_text,candidate_source,candidate_replacement,edit_type,rule_id,score,threshold,selected,threshold_passed,validator_status,validator_reason,is_expected
151,dataset_n_nn_adjective,n_nn_adjective,"А гостинная она для того и делалась, а то в РД Урала уже ваще ничего святого не осталось.",А гостиная она для того и делалась а то в РД Урала уже вообще ничего святого не осталось,гостинная,гостиная,spelling,double_consonant_candidate,0.7803211808204651,0.84,False,False,,,True
151,dataset_n_nn_adjective,n_nn_adjective,"А гостинная она для того и делалась, а то в РД Урала уже ваще ничего святого не осталось.",А гостиная она для того и делалась а то в РД Урала уже вообще ничего святого не осталось,ваще,чаще,spelling,keyboard_typo_candidate,0.39654844999313354,0.95,False,False,,,False
151,dataset_n_nn_adjective,n_nn_adjective,"А гостинная она для того и делалась, а то в РД Урала уже ваще ничего святого не осталось.",А гостиная она для того и делалась а то в РД Урала уже вообще ничего святого не осталось,ваще,веще,spelling,keyboard_typo_candidate,0.2997095286846161,0.95,False,False,,,False
152,dataset_n_nn_adjective,n_nn_adjective,"А гостинная она для того и делалась, а то в РД Урала уже ваще ничего святого не осталось.","А гостиная, она для того и делалась, а то в РД Урала уже вообще ничего святого не осталось.",гостинная,гостинца,spelling,dictionary_fuzzy,0.7932653427124023,0.95,False,False,,,False
152,dataset_n_nn_adjective,n_nn_adjective,"А гостинная она для того и делалась, а то в РД Урала уже ваще ничего святого не осталось.","А гостиная, она для того и делалась, а то в РД Урала уже вообще ничего святого не осталось.",гостинная,гостиная,spelling,double_consonant_candidate,0.7803211808204651,0.84,False,False,,,True
152,dataset_n_nn_adjective,n_nn_adjective,"А гостинная она для того и делалась, а то в РД Урала уже ваще ничего святого не осталось.","А гостиная, она для того и делалась, а то в РД Урала уже вообще ничего святого не осталось.",ваще,чаще,spelling,keyboard_typo_candidate,0.39654844999313354,0.95,False,False,,,False
152,dataset_n_nn_adjective,n_nn_adjective,"А гостинная она для того и делалась, а то в РД Урала уже ваще ничего святого не осталось.","А гостиная, она для того и делалась, а то в РД Урала уже вообще ничего святого не осталось.",ваще,веще,spelling,keyboard_typo_candidate,0.2997095286846161,0.95,False,False,,,False
153,dataset_n_nn_deverbal_adjective,n_nn_deverbal_adjective,Автор увидел раненный и открыл точная дата утром.,Автор увидел раненый и открыл точная дата утром.,раненный,раненый,spelling,n_nn_deverbal_adjective,0.6211612224578857,0.92,False,False,,,True
154,dataset_n_nn_deverbal_adjective,n_nn_deverbal_adjective,Автор увидел раненный и открыл новый раздел утром.,Автор увидел раненый и открыл новый раздел утром.,раненный,раненый,spelling,n_nn_deverbal_adjective,0.6341649889945984,0.92,False,False,,,True
155,dataset_n_nn_deverbal_adjective,n_nn_deverbal_adjective,Автор увидел раненный и открыл старый договор утром.,Автор увидел раненый и открыл старый договор утром.,раненный,раненый,spelling,n_nn_deverbal_adjective,0.6211221218109131,0.92,False,False,,,True
156,dataset_n_nn_deverbal_adjective,n_nn_deverbal_adjective,Автор увидел раненный и открыл служебный журнал утром.,Автор увидел раненый и открыл служебный журнал утром.,раненный,раненый,spelling,n_nn_deverbal_adjective,0.6526700258255005,0.92,False,False,,,True
157,dataset_n_nn_deverbal_adjective,n_nn_deverbal_adjective,Автор увидел раненный и открыл основной договор утром.,Автор увидел раненый и открыл основной договор утром.,раненный,раненый,spelling,n_nn_deverbal_adjective,0.6469781994819641,0.92,False,False,,,True
158,dataset_n_nn_participle,n_nn_participle,Подделаная подпись по определению неаутентична даже если мы не можем подделку распознать.,"Подделанная подпись по определению неаутентична, даже если мы не можем подделку распознать.",Подделаная,Подделанная,spelling,double_consonant_candidate,0.4985324442386627,0.84,False,False,,,True
158,dataset_n_nn_participle,n_nn_participle,Подделаная подпись по определению неаутентична даже если мы не можем подделку распознать.,"Подделанная подпись по определению неаутентична, даже если мы не можем подделку распознать.",Подделаная,Подделана,spelling,extra_letter_candidate,0.45254430174827576,0.95,False,False,,,False
158,dataset_n_nn_participle,n_nn_participle,Подделаная подпись по определению неаутентична даже если мы не можем подделку распознать.,"Подделанная подпись по определению неаутентична, даже если мы не можем подделку распознать.",неаутентична,не аутентична,split_join,ne_adjective,0.6530460119247437,0.99995,False,False,,,False
158,dataset_n_nn_participle,n_nn_participle,Подделаная подпись по определению неаутентична даже если мы не можем подделку распознать.,"Подделанная подпись по определению неаутентична, даже если мы не можем подделку распознать.",,",",punctuation_insert,comma_subordinate,0.40638574957847595,0.92,False,False,,,True
159,dataset_n_nn_participle,n_nn_participle,ставим точки ждем отсрочки продлеваем проданый билет,ставим точки ждем отсрочки продлеваем проданный билет,ставим,Ставим,case,capitalization_sentence_start,0.8950198888778687,0.98,False,False,,,False
159,dataset_n_nn_participle,n_nn_participle,ставим точки ждем отсрочки продлеваем проданый билет,ставим точки ждем отсрочки продлеваем проданный билет,проданый,продажный,spelling,missing_letter_candidate,0.35245299339294434,0.95,False,False,,,False
159,dataset_n_nn_participle,n_nn_participle,ставим точки ждем отсрочки продлеваем проданый билет,ставим точки ждем отсрочки продлеваем проданный билет,проданый,проданный,spelling,double_consonant_candidate,0.286056250333786,0.84,False,False,,,True
159,dataset_n_nn_participle,n_nn_participle,ставим точки ждем отсрочки продлеваем проданый билет,ставим точки ждем отсрочки продлеваем проданный билет,,.,final_punctuation,final_punctuation_default,0.8897227048873901,0.95,False,False,,,False
160,dataset_n_nn_participle,n_nn_participle,есть у вас оформленый и подписаный мною заказ,есть у вас оформленный и подписанный мною заказ,есть,Есть,case,capitalization_sentence_start,0.5476807951927185,0.98,False,False,,,False
160,dataset_n_nn_participle,n_nn_participle,есть у вас оформленый и подписаный мною заказ,есть у вас оформленный и подписанный мною заказ,оформленый,оформленный,spelling,double_consonant_candidate,0.3394938111305237,0.84,False,False,,,True
160,dataset_n_nn_participle,n_nn_participle,есть у вас оформленый и подписаный мною заказ,есть у вас оформленный и подписанный мною заказ,оформленый,оформлены,spelling,extra_letter_candidate,0.3183610141277313,0.95,False,False,,,False
160,dataset_n_nn_participle,n_nn_participle,есть у вас оформленый и подписаный мною заказ,есть у вас оформленный и подписанный мною заказ,подписаный,подписанный,spelling,double_consonant_candidate,0.49969762563705444,0.84,False,False,,,True
160,dataset_n_nn_participle,n_nn_participle,есть у вас оформленый и подписаный мною заказ,есть у вас оформленный и подписанный мною заказ,подписаный,подписаны,spelling,extra_letter_candidate,0.49016183614730835,0.95,False,False,,,False
160,dataset_n_nn_participle,n_nn_participle,есть у вас оформленый и подписаный мною заказ,есть у вас оформленный и подписанный мною заказ,,.,final_punctuation,final_punctuation_default,0.12600888311862946,0.95,False,False,,,False
161,dataset_n_nn_participle,n_nn_participle,Подделаная подпись по определению неаутентична даже если мы не можем подделку распознать.,Подделанная подпись по определению неаутентична даже если мы не можем подделку распознать,Подделаная,Подделанная,spelling,double_consonant_candidate,0.4985324442386627,0.84,False,False,,,True
161,dataset_n_nn_participle,n_nn_participle,Подделаная подпись по определению неаутентична даже если мы не можем подделку распознать.,Подделанная подпись по определению неаутентична даже если мы не можем подделку распознать,Подделаная,Подделана,spelling,extra_letter_candidate,0.45254430174827576,0.95,False,False,,,False
161,dataset_n_nn_participle,n_nn_participle,Подделаная подпись по определению неаутентична даже если мы не можем подделку распознать.,Подделанная подпись по определению неаутентична даже если мы не можем подделку распознать,неаутентична,не аутентична,split_join,ne_adjective,0.6530460119247437,0.99995,False,False,,,False
161,dataset_n_nn_participle,n_nn_participle,Подделаная подпись по определению неаутентична даже если мы не можем подделку распознать.,Подделанная подпись по определению неаутентична даже если мы не можем подделку распознать,,",",punctuation_insert,comma_subordinate,0.40638574957847595,0.92,False,False,,,False
162,dataset_n_nn_participle,n_nn_participle,сегодня приходит меил уважаемая а не могли бы вы с нами связаться а то телефон написаный в резюме не отвечает а мы вас уже недлею очень хотим пособеседовать,сегодня приходит мейл уважаемая а не могли бы вы с нами связаться а то телефон написанный в резюме не отвечает а мы вас уже неделю очень хотим пособеседовать,сегодня,Сегодня,case,capitalization_sentence_start,0.9394025206565857,0.98,False,False,,,False
162,dataset_n_nn_participle,n_nn_participle,сегодня приходит меил уважаемая а не могли бы вы с нами связаться а то телефон написаный в резюме не отвечает а мы вас уже недлею очень хотим пособеседовать,сегодня приходит мейл уважаемая а не могли бы вы с нами связаться а то телефон написанный в резюме не отвечает а мы вас уже неделю очень хотим пособеседовать,приходит,преходит,spelling,prefix_pre_pri,0.7616176009178162,0.92,False,False,,,False
162,dataset_n_nn_participle,n_nn_participle,сегодня приходит меил уважаемая а не могли бы вы с нами связаться а то телефон написаный в резюме не отвечает а мы вас уже недлею очень хотим пособеседовать,сегодня приходит мейл уважаемая а не могли бы вы с нами связаться а то телефон написанный в резюме не отвечает а мы вас уже неделю очень хотим пособеседовать,меил,мнил,spelling,keyboard_typo_candidate,0.286041796207428,0.95,False,False,,,False
162,dataset_n_nn_participle,n_nn_participle,сегодня приходит меил уважаемая а не могли бы вы с нами связаться а то телефон написаный в резюме не отвечает а мы вас уже недлею очень хотим пособеседовать,сегодня приходит мейл уважаемая а не могли бы вы с нами связаться а то телефон написанный в резюме не отвечает а мы вас уже неделю очень хотим пособеседовать,меил,мели,spelling,swapped_letters_candidate,0.21180546283721924,0.84,False,False,,,False
162,dataset_n_nn_participle,n_nn_participle,сегодня приходит меил уважаемая а не могли бы вы с нами связаться а то телефон написаный в резюме не отвечает а мы вас уже недлею очень хотим пособеседовать,сегодня приходит мейл уважаемая а не могли бы вы с нами связаться а то телефон написанный в резюме не отвечает а мы вас уже неделю очень хотим пособеседовать,,",",punctuation_insert,comma_conjunction,0.05854618549346924,0.995,False,False,,,False
162,dataset_n_nn_participle,n_nn_participle,сегодня приходит меил уважаемая а не могли бы вы с нами связаться а то телефон написаный в резюме не отвечает а мы вас уже недлею очень хотим пособеседовать,сегодня приходит мейл уважаемая а не могли бы вы с нами связаться а то телефон написанный в резюме не отвечает а мы вас уже неделю очень хотим пособеседовать,,",",punctuation_insert,comma_conjunction,0.05854618549346924,0.995,False,False,,,False
162,dataset_n_nn_participle,n_nn_participle,сегодня приходит меил уважаемая а не могли бы вы с нами связаться а то телефон написаный в резюме не отвечает а мы вас уже недлею очень хотим пособеседовать,сегодня приходит мейл уважаемая а не могли бы вы с нами связаться а то телефон написанный в резюме не отвечает а мы вас уже неделю очень хотим пособеседовать,написаный,неписаный,spelling,keyboard_typo_candidate,0.511419415473938,0.95,False,False,,,False
162,dataset_n_nn_participle,n_nn_participle,сегодня приходит меил уважаемая а не могли бы вы с нами связаться а то телефон написаный в резюме не отвечает а мы вас уже недлею очень хотим пособеседовать,сегодня приходит мейл уважаемая а не могли бы вы с нами связаться а то телефон написанный в резюме не отвечает а мы вас уже неделю очень хотим пособеседовать,написаный,написанный,spelling,double_consonant_candidate,0.35633423924446106,0.84,False,False,,,True
162,dataset_n_nn_participle,n_nn_participle,сегодня приходит меил уважаемая а не могли бы вы с нами связаться а то телефон написаный в резюме не отвечает а мы вас уже недлею очень хотим пособеседовать,сегодня приходит мейл уважаемая а не могли бы вы с нами связаться а то телефон написанный в резюме не отвечает а мы вас уже неделю очень хотим пособеседовать,,",",punctuation_insert,comma_conjunction,0.05854618549346924,0.995,False,False,,,False
162,dataset_n_nn_participle,n_nn_participle,сегодня приходит меил уважаемая а не могли бы вы с нами связаться а то телефон написаный в резюме не отвечает а мы вас уже недлею очень хотим пособеседовать,сегодня приходит мейл уважаемая а не могли бы вы с нами связаться а то телефон написанный в резюме не отвечает а мы вас уже неделю очень хотим пособеседовать,недлею,неделю,spelling,swapped_letters_candidate,0.3457563519477844,0.84,False,False,,,False
162,dataset_n_nn_participle,n_nn_participle,сегодня приходит меил уважаемая а не могли бы вы с нами связаться а то телефон написаный в резюме не отвечает а мы вас уже недлею очень хотим пособеседовать,сегодня приходит мейл уважаемая а не могли бы вы с нами связаться а то телефон написанный в резюме не отвечает а мы вас уже неделю очень хотим пособеседовать,недлею,неделею,spelling,missing_letter_candidate,0.1801954060792923,0.95,False,False,,,False
162,dataset_n_nn_participle,n_nn_participle,сегодня приходит меил уважаемая а не могли бы вы с нами связаться а то телефон написаный в резюме не отвечает а мы вас уже недлею очень хотим пособеседовать,сегодня приходит мейл уважаемая а не могли бы вы с нами связаться а то телефон написанный в резюме не отвечает а мы вас уже неделю очень хотим пособеседовать,,.,final_punctuation,final_punctuation_default,0.06474615633487701,0.95,False,False,,,False
163,dataset_n_nn_participle,n_nn_participle,есть у вас оформленый и подписаный мною заказ,Есть у вас оформленный и подписанный мною заказ?,есть,Есть,case,capitalization_sentence_start,0.5476807951927185,0.98,False,False,,,False
163,dataset_n_nn_participle,n_nn_participle,есть у вас оформленый и подписаный мною заказ,Есть у вас оформленный и подписанный мною заказ?,оформленый,оформленный,spelling,double_consonant_candidate,0.3394938111305237,0.84,False,False,,,True
163,dataset_n_nn_participle,n_nn_participle,есть у вас оформленый и подписаный мною заказ,Есть у вас оформленный и подписанный мною заказ?,оформленый,оформлены,spelling,extra_letter_candidate,0.3183610141277313,0.95,False,False,,,False
163,dataset_n_nn_participle,n_nn_participle,есть у вас оформленый и подписаный мною заказ,Есть у вас оформленный и подписанный мною заказ?,подписаный,подписанный,spelling,double_consonant_candidate,0.49969762563705444,0.84,False,False,,,True
163,dataset_n_nn_participle,n_nn_participle,есть у вас оформленый и подписаный мною заказ,Есть у вас оформленный и подписанный мною заказ?,подписаный,подписаны,spelling,extra_letter_candidate,0.49016183614730835,0.95,False,False,,,False
163,dataset_n_nn_participle,n_nn_participle,есть у вас оформленый и подписаный мною заказ,Есть у вас оформленный и подписанный мною заказ?,,.,final_punctuation,final_punctuation_default,0.12600888311862946,0.95,False,False,,,False
164,dataset_hyphen_koe_koy,hyphen_koe_koy,Кой кто отправил учебная таблица. Позже служба отправила ответ.,Кой-кто отправил учебная таблица. Позже служба отправила ответ.,Кой кто,Кой-кто,hyphen,hyphen_koe_koy,0.47145184874534607,0.45,True,True,accepted,trusted bounded candidate,True
165,dataset_hyphen_koe_koy,hyphen_koe_koy,Кой кто отправил подробная справка. Утром аналитик сохранил отчет.,Кой-кто отправил подробная справка. Утром аналитик сохранил отчет.,Кой кто,Кой-кто,hyphen,hyphen_koe_koy,0.4719159007072449,0.45,True,True,accepted,trusted bounded candidate,True
166,dataset_hyphen_koe_koy,hyphen_koe_koy,Кой кто отправил вечерний протокол. Затем аналитик обновил запись.,Кой-кто отправил вечерний протокол. Затем аналитик обновил запись.,Кой кто,Кой-кто,hyphen,hyphen_koe_koy,0.4985787868499756,0.45,True,True,accepted,trusted bounded candidate,True
167,dataset_hyphen_koe_koy,hyphen_koe_koy,Кой кто отправил проверенный файл. Вечером архивариус нашел копию.,Кой-кто отправил проверенный файл. Вечером архивариус нашел копию.,Кой кто,Кой-кто,hyphen,hyphen_koe_koy,0.47352397441864014,0.45,True,True,accepted,trusted bounded candidate,True
168,dataset_hyphen_koe_koy,hyphen_koe_koy,Кой кто отправил районная комиссия. Позже эксперт согласовал таблицу.,Кой-кто отправил районная комиссия. Позже эксперт согласовал таблицу.,Кой кто,Кой-кто,hyphen,hyphen_koe_koy,0.4913514256477356,0.45,True,True,accepted,trusted bounded candidate,True
169,dataset_hyphen_koe_koy,hyphen_koe_koy,Кой кто отправил важная подпись. Утром эксперт обновил протокол.,Кой-кто отправил важная подпись. Утром эксперт обновил протокол.,Кой кто,Кой-кто,hyphen,hyphen_koe_koy,0.48222506046295166,0.45,True,True,accepted,trusted bounded candidate,True
170,dataset_hyphen_koe_koy,hyphen_koe_koy,Кой кто отправил точный план. Позже юрист согласовал договор.,Кой-кто отправил точный план. Позже юрист согласовал договор.,Кой кто,Кой-кто,hyphen,hyphen_koe_koy,0.4821276366710663,0.45,True,True,accepted,trusted bounded candidate,True
171,dataset_hyphen_po_adverbs,hyphen_po_adverbs,Он говорит по русски о проекте. После обеда юрист проверил подпись.,Он говорит по-русски о проекте. После обеда юрист проверил подпись.,,:,punctuation_insert,direct_speech_colon,0.000520849775057286,0.995,False,False,,,False
171,dataset_hyphen_po_adverbs,hyphen_po_adverbs,Он говорит по русски о проекте. После обеда юрист проверил подпись.,Он говорит по-русски о проекте. После обеда юрист проверил подпись.,по русски,по-русски,hyphen,hyphen_po_adverbs,0.407490611076355,0.88,False,False,,,True
171,dataset_hyphen_po_adverbs,hyphen_po_adverbs,Он говорит по русски о проекте. После обеда юрист проверил подпись.,Он говорит по-русски о проекте. После обеда юрист проверил подпись.,,«,punctuation_insert,direct_speech_quotes,0.00028984813252463937,0.995,False,False,,,False
171,dataset_hyphen_po_adverbs,hyphen_po_adverbs,Он говорит по русски о проекте. После обеда юрист проверил подпись.,Он говорит по-русски о проекте. После обеда юрист проверил подпись.,,»,punctuation_insert,direct_speech_quotes,2.793736530293245e-05,0.995,False,False,,,False
172,dataset_hyphen_po_adverbs,hyphen_po_adverbs,Он говорит по русски о проекте. Затем группа сверила подписи.,Он говорит по-русски о проекте. Затем группа сверила подписи.,,:,punctuation_insert,direct_speech_colon,0.0006601507193408906,0.995,False,False,,,False
172,dataset_hyphen_po_adverbs,hyphen_po_adverbs,Он говорит по русски о проекте. Затем группа сверила подписи.,Он говорит по-русски о проекте. Затем группа сверила подписи.,по русски,по-русски,hyphen,hyphen_po_adverbs,0.4198756217956543,0.88,False,False,,,True
172,dataset_hyphen_po_adverbs,hyphen_po_adverbs,Он говорит по русски о проекте. Затем группа сверила подписи.,Он говорит по-русски о проекте. Затем группа сверила подписи.,,«,punctuation_insert,direct_speech_quotes,0.00036739037022925913,0.995,False,False,,,False
172,dataset_hyphen_po_adverbs,hyphen_po_adverbs,Он говорит по русски о проекте. Затем группа сверила подписи.,Он говорит по-русски о проекте. Затем группа сверила подписи.,,»,punctuation_insert,direct_speech_quotes,3.541385012795217e-05,0.995,False,False,,,False
173,dataset_hyphen_po_adverbs,hyphen_po_adverbs,Он говорит по русски о проекте. Утром секретарь открыл папку.,Он говорит по-русски о проекте. Утром секретарь открыл папку.,,:,punctuation_insert,direct_speech_colon,0.0004251574573572725,0.995,False,False,,,False
173,dataset_hyphen_po_adverbs,hyphen_po_adverbs,Он говорит по русски о проекте. Утром секретарь открыл папку.,Он говорит по-русски о проекте. Утром секретарь открыл папку.,по русски,по-русски,hyphen,hyphen_po_adverbs,0.41866427659988403,0.88,False,False,,,True
173,dataset_hyphen_po_adverbs,hyphen_po_adverbs,Он говорит по русски о проекте. Утром секретарь открыл папку.,Он говорит по-русски о проекте. Утром секретарь открыл папку.,,«,punctuation_insert,direct_speech_quotes,0.00023658631835132837,0.995,False,False,,,False
173,dataset_hyphen_po_adverbs,hyphen_po_adverbs,Он говорит по русски о проекте. Утром секретарь открыл папку.,Он говорит по-русски о проекте. Утром секретарь открыл папку.,,»,punctuation_insert,direct_speech_quotes,2.2802563762525097e-05,0.995,False,False,,,False
174,dataset_hyphen_po_adverbs,hyphen_po_adverbs,Он говорит по русски о проекте. Затем группа проверила договор.,Он говорит по-русски о проекте. Затем группа проверила договор.,,:,punctuation_insert,direct_speech_colon,0.000563570880331099,0.995,False,False,,,False
174,dataset_hyphen_po_adverbs,hyphen_po_adverbs,Он говорит по русски о проекте. Затем группа проверила договор.,Он говорит по-русски о проекте. Затем группа проверила договор.,по русски,по-русски,hyphen,hyphen_po_adverbs,0.41526976227760315,0.88,False,False,,,True
174,dataset_hyphen_po_adverbs,hyphen_po_adverbs,Он говорит по русски о проекте. Затем группа проверила договор.,Он говорит по-русски о проекте. Затем группа проверила договор.,,«,punctuation_insert,direct_speech_quotes,0.0003136277955491096,0.995,False,False,,,False
174,dataset_hyphen_po_adverbs,hyphen_po_adverbs,Он говорит по русски о проекте. Затем группа проверила договор.,Он говорит по-русски о проекте. Затем группа проверила договор.,,»,punctuation_insert,direct_speech_quotes,3.0230048650992103e-05,0.995,False,False,,,False
175,dataset_hyphen_po_adverbs,hyphen_po_adverbs,Он говорит по русски о проекте. Вечером секретарь обновил график.,Он говорит по-русски о проекте. Вечером секретарь обновил график.,,:,punctuation_insert,direct_speech_colon,0.0004627566086128354,0.995,False,False,,,False
175,dataset_hyphen_po_adverbs,hyphen_po_adverbs,Он говорит по русски о проекте. Вечером секретарь обновил график.,Он говорит по-русски о проекте. Вечером секретарь обновил график.,по русски,по-русски,hyphen,hyphen_po_adverbs,0.41681423783302307,0.88,False,False,,,True
175,dataset_hyphen_po_adverbs,hyphen_po_adverbs,Он говорит по русски о проекте. Вечером секретарь обновил график.,Он говорит по-русски о проекте. Вечером секретарь обновил график.,,«,punctuation_insert,direct_speech_quotes,0.000257512932876125,0.995,False,False,,,False
175,dataset_hyphen_po_adverbs,hyphen_po_adverbs,Он говорит по русски о проекте. Вечером секретарь обновил график.,Он говорит по-русски о проекте. Вечером секретарь обновил график.,,»,punctuation_insert,direct_speech_quotes,2.481997580616735e-05,0.995,False,False,,,False
176,dataset_hyphen_po_adverbs,hyphen_po_adverbs,Он говорит по русски о проекте. Вечером юрист сверил договор.,Он говорит по-русски о проекте. Вечером юрист сверил договор.,,:,punctuation_insert,direct_speech_colon,0.0005028732703067362,0.995,False,False,,,False
176,dataset_hyphen_po_adverbs,hyphen_po_adverbs,Он говорит по русски о проекте. Вечером юрист сверил договор.,Он говорит по-русски о проекте. Вечером юрист сверил договор.,по русски,по-русски,hyphen,hyphen_po_adverbs,0.41712284088134766,0.88,False,False,,,True
176,dataset_hyphen_po_adverbs,hyphen_po_adverbs,Он говорит по русски о проекте. Вечером юрист сверил договор.,Он говорит по-русски о проекте. Вечером юрист сверил договор.,,«,punctuation_insert,direct_speech_quotes,0.00027984200278297067,0.995,False,False,,,False
176,dataset_hyphen_po_adverbs,hyphen_po_adverbs,Он говорит по русски о проекте. Вечером юрист сверил договор.,Он говорит по-русски о проекте. Вечером юрист сверил договор.,,»,punctuation_insert,direct_speech_quotes,2.697266791074071e-05,0.995,False,False,,,False
177,dataset_hyphen_po_adverbs,hyphen_po_adverbs,Он говорит по русски о проекте. После проверки комиссия отправила ответ.,Он говорит по-русски о проекте. После проверки комиссия отправила ответ.,,:,punctuation_insert,direct_speech_colon,0.0005837893695570529,0.995,False,False,,,False
177,dataset_hyphen_po_adverbs,hyphen_po_adverbs,Он говорит по русски о проекте. После проверки комиссия отправила ответ.,Он говорит по-русски о проекте. После проверки комиссия отправила ответ.,по русски,по-русски,hyphen,hyphen_po_adverbs,0.4090138077735901,0.88,False,False,,,True
177,dataset_hyphen_po_adverbs,hyphen_po_adverbs,Он говорит по русски о проекте. После проверки комиссия отправила ответ.,Он говорит по-русски о проекте. После проверки комиссия отправила ответ.,,«,punctuation_insert,direct_speech_quotes,0.00032488215947523713,0.995,False,False,,,False
177,dataset_hyphen_po_adverbs,hyphen_po_adverbs,Он говорит по русски о проекте. После проверки комиссия отправила ответ.,Он говорит по-русски о проекте. После проверки комиссия отправила ответ.,,»,punctuation_insert,direct_speech_quotes,3.1315157684730366e-05,0.995,False,False,,,False
178,dataset_hyphen_particles,hyphen_particles,Что то изменилось в архиве. После обеда координатор принял протокол.,Что-то изменилось в архиве. После обеда координатор принял протокол.,Что то,Что-то,hyphen,hyphen_particles,0.5456092953681946,0.5,True,True,accepted,trusted bounded candidate,True
179,dataset_hyphen_particles,hyphen_particles,Что то изменилось в архиве. Позже группа сохранила папку.,Что-то изменилось в архиве. Позже группа сохранила папку.,Что то,Что-то,hyphen,hyphen_particles,0.5314661264419556,0.5,True,True,accepted,trusted bounded candidate,True
180,dataset_hyphen_particles,hyphen_particles,Что то изменилось в архиве. Позже координатор обновил ведомость.,Что-то изменилось в архиве. Позже координатор обновил ведомость.,Что то,Что-то,hyphen,hyphen_particles,0.5383631587028503,0.5,True,True,accepted,trusted bounded candidate,True
181,dataset_hyphen_particles,hyphen_particles,Что то изменилось в архиве. Позже отдел сверил таблицу.,Что-то изменилось в архиве. Позже отдел сверил таблицу.,Что то,Что-то,hyphen,hyphen_particles,0.5389996767044067,0.5,True,True,accepted,trusted bounded candidate,True
182,dataset_hyphen_particles,hyphen_particles,Что то изменилось в архиве. Утром редактор принял отчет.,Что-то изменилось в архиве. Утром редактор принял отчет.,Что то,Что-то,hyphen,hyphen_particles,0.5417546629905701,0.5,True,True,accepted,trusted bounded candidate,True
183,dataset_hyphen_particles,hyphen_particles,Что то изменилось в архиве. Утром аналитик сохранил отчет.,Что-то изменилось в архиве. Утром аналитик сохранил отчет.,Что то,Что-то,hyphen,hyphen_particles,0.5363156199455261,0.5,True,True,accepted,trusted bounded candidate,True
184,dataset_context_chto_by,context_chto_by,Чтобы команда ни решила отчет останется. Вечером автор обновил сводку.,Что бы команда ни решила отчет останется. Вечером автор обновил сводку.,Чтобы,Что бы,split_join,context_chto_by,0.5531246662139893,0.95,False,False,,,True
185,dataset_context_chto_by,context_chto_by,Чтобы команда ни решила отчет останется. Позже служба согласовала заявку.,Что бы команда ни решила отчет останется. Позже служба согласовала заявку.,Чтобы,Что бы,split_join,context_chto_by,0.5337955951690674,0.95,False,False,,,True
186,dataset_context_chto_by,context_chto_by,Чтобы команда ни решила отчет останется. Утром группа закрыла протокол.,Что бы команда ни решила отчет останется. Утром группа закрыла протокол.,Чтобы,Что бы,split_join,context_chto_by,0.5534529089927673,0.95,False,False,,,True
187,dataset_context_chto_by,context_chto_by,Чтобы команда ни решила отчет останется. Вечером отдел сверил ведомость.,Что бы команда ни решила отчет останется. Вечером отдел сверил ведомость.,Чтобы,Что бы,split_join,context_chto_by,0.546791136264801,0.95,False,False,,,True
188,dataset_context_chto_by,context_chto_by,Чтобы команда ни решила отчет останется. Утром группа приняла решение.,Что бы команда ни решила отчет останется. Утром группа приняла решение.,Чтобы,Что бы,split_join,context_chto_by,0.5405042171478271,0.95,False,False,,,True
189,dataset_context_chto_by,context_chto_by,Чтобы команда ни решила отчет останется. Вечером секретарь обновил график.,Что бы команда ни решила отчет останется. Вечером секретарь обновил график.,Чтобы,Что бы,split_join,context_chto_by,0.5536503791809082,0.95,False,False,,,True
190,dataset_context_nesmotrya,context_nesmotrya,Не смотря на задержку проект завершили. Затем группа сверила подписи.,Несмотря на задержку проект завершили. Затем группа сверила подписи.,Не смотря,Несмотря,split_join,context_nesmotrya,0.6146984696388245,0.95,False,False,,,True
190,dataset_context_nesmotrya,context_nesmotrya,Не смотря на задержку проект завершили. Затем группа сверила подписи.,Несмотря на задержку проект завершили. Затем группа сверила подписи.,Не смотря на,Несмотря на,split_join,context_nesmotrya,0.5898951292037964,0.95,False,False,,,False
191,dataset_context_nesmotrya,context_nesmotrya,Не смотря на дождь команда пришла вовремя. Утром комиссия вернулась к письму.,Несмотря на дождь команда пришла вовремя. Утром комиссия вернулась к письму.,Не смотря,Несмотря,split_join,context_nesmotrya,0.5976593494415283,0.95,False,False,,,True
191,dataset_context_nesmotrya,context_nesmotrya,Не смотря на дождь команда пришла вовремя. Утром комиссия вернулась к письму.,Несмотря на дождь команда пришла вовремя. Утром комиссия вернулась к письму.,Не смотря на,Несмотря на,split_join,context_nesmotrya,0.5717599987983704,0.95,False,False,,,False
191,dataset_context_nesmotrya,context_nesmotrya,Не смотря на дождь команда пришла вовремя. Утром комиссия вернулась к письму.,Несмотря на дождь команда пришла вовремя. Утром комиссия вернулась к письму.,пришла,прешла,spelling,prefix_pre_pri,0.4136182367801666,0.92,False,False,,,False
192,dataset_context_nesmotrya,context_nesmotrya,Не смотря на задержку проект завершили. Позже группа сохранила папку.,Несмотря на задержку проект завершили. Позже группа сохранила папку.,Не смотря,Несмотря,split_join,context_nesmotrya,0.607485294342041,0.95,False,False,,,True
192,dataset_context_nesmotrya,context_nesmotrya,Не смотря на задержку проект завершили. Позже группа сохранила папку.,Несмотря на задержку проект завершили. Позже группа сохранила папку.,Не смотря на,Несмотря на,split_join,context_nesmotrya,0.5863204002380371,0.95,False,False,,,False
