taxonomy_key,domain,entry_type,title,orfogrammka_id,project_rule_ids,implementation_status,requires,executable,training_eligible,training_decision,training_reason,has_candidate_path,has_synthetic_support,has_hard_negative_support,has_validator_support,has_dictionary_support,has_syntax_support,has_morphology_support,has_ner_support,risk_level,production_ready_rule_ids,training_candidate_rule_ids,activation_stages,activation_exclusion_reasons
orthography_3_6_2_3,orthography,leaf_rule,Слитное написание междометий и звукоподражаний,3.6.2.3,[],syntax_required,"[""model"", ""syntax""]",False,False,BLOCK_NEEDS_DICTIONARY,dictionary-backed lexical or morphology support is required before training inclusion,False,False,False,False,True,True,True,False,high,[],[],[],[]
orthography_3_6_2_4,orthography,leaf_rule,Написание междометий и звукоподражаний через дефис,3.6.2.4,[],syntax_required,"[""model"", ""syntax""]",False,False,BLOCK_NEEDS_DICTIONARY,dictionary-backed lexical or morphology support is required before training inclusion,False,False,False,False,True,True,True,False,high,[],[],[],[]
orthography_group_pravila_slitnogo_defisnogo_i_razdelnogo_napisaniya_napisanie_sluzhebnyh_slov_i_mezhdometiy_razdelnoe_napisanie_sluzhebnyh_slov_i_mezhdometiy,orthography,group,Раздельное написание служебных слов и междометий,,[],metadata_only,[],False,False,BLOCK_METADATA_ONLY,metadata_only taxonomy entry,False,False,False,False,True,True,True,False,low,[],[],[],[]
orthography_3_6_3_2,orthography,leaf_rule,"Раздельное написание союзов, частиц, вводных слов",3.6.3.2,"[""context_za_to""]",model_required,"[""model"", ""syntax""]",True,False,INCLUDE_AFTER_THRESHOLD_CALIBRATION,syntax eval support verified; candidate recall and hard-negative gates pass,True,True,True,True,True,True,True,False,high,[],"[""context_za_to""]","[""threshold_calibration""]","[""policy_decision_included""]"
orthography_group_pravila_slitnogo_defisnogo_i_razdelnogo_napisaniya_napisanie_sluzhebnyh_slov_i_mezhdometiy_sochetaniya_s_chastitsami,orthography,group,Сочетания с частицами,,[],metadata_only,[],False,False,BLOCK_METADATA_ONLY,metadata_only taxonomy entry,False,False,False,False,True,True,True,False,low,[],[],[],[]
orthography_3_6_4_1,orthography,leaf_rule,Дефисное написание сочетаний с частицами,3.6.4.1,"[""context_tak_zhe"", ""context_to_zhe"", ""context_chto_by""]",model_required,"[""syntax"", ""morphology"", ""model""]",True,False,INCLUDE_AFTER_THRESHOLD_CALIBRATION,syntax eval support verified; candidate recall and hard-negative gates pass,True,True,True,True,True,True,True,False,high,[],"[""context_tak_zhe"", ""context_to_zhe"", ""context_chto_by""]","[""threshold_calibration""]","[""policy_decision_included""]"
orthography_3_6_4_2,orthography,leaf_rule,Раздельное написание сочетаний с частицами,3.6.4.2,"[""context_tak_zhe"", ""context_to_zhe"", ""context_chto_by""]",model_required,"[""syntax"", ""morphology"", ""model""]",True,False,INCLUDE_AFTER_THRESHOLD_CALIBRATION,syntax eval support verified; candidate recall and hard-negative gates pass,True,True,True,True,True,True,True,False,high,[],"[""context_tak_zhe"", ""context_to_zhe"", ""context_chto_by""]","[""threshold_calibration""]","[""policy_decision_included""]"
orthography_group_pravila_slitnogo_defisnogo_i_razdelnogo_napisaniya_napisaniya_s_otritsaniem_ne,orthography,group,Написания с отрицанием «не»,,[],metadata_only,[],False,False,BLOCK_METADATA_ONLY,metadata_only taxonomy entry,False,False,False,False,True,True,True,False,low,[],[],[],[]
orthography_group_pravila_slitnogo_defisnogo_i_razdelnogo_napisaniya_napisaniya_s_otritsaniem_ne_slitnoe_napisanie_ne,orthography,group,Слитное написание «не»,,[],metadata_only,[],False,False,BLOCK_METADATA_ONLY,metadata_only taxonomy entry,False,False,False,False,True,True,True,False,low,[],[],[],[]
orthography_3_7_1_3,orthography,leaf_rule,Приставки «недо-» и «небез- (небес-)»,3.7.1.3,[],syntax_required,"[""model"", ""syntax""]",False,False,BLOCK_NEEDS_DICTIONARY,dictionary-backed lexical or morphology support is required before training inclusion,False,False,False,False,True,True,True,False,high,[],[],[],[]
orthography_group_pravila_slitnogo_defisnogo_i_razdelnogo_napisaniya_napisaniya_s_otritsaniem_ne_slitnoe_napisanie_ne_napisanie_s_nekotorymi_suschestvitelnymi_prilagatelnymi_narechiyami_na_o,orthography,group,"Написание с некоторыми существительными, прилагательными, наречиями на «-о»",,[],metadata_only,[],False,False,BLOCK_METADATA_ONLY,metadata_only taxonomy entry,False,False,False,False,True,True,True,False,low,[],[],[],[]
orthography_3_7_1_4_1,orthography,leaf_rule,Замена слова с «не» на близкое по значению слово без «не»,3.7.1.4.1,"[""ne_adjective"", ""ne_adverb""]",model_required,"[""model"", ""morphology"", ""syntax""]",True,False,INCLUDE_AFTER_THRESHOLD_CALIBRATION,syntax eval support verified; candidate recall and hard-negative gates pass,True,True,True,True,True,True,True,False,medium,[],"[""ne_adjective"", ""ne_adverb""]","[""threshold_calibration""]","[""policy_decision_included""]"
orthography_3_7_1_4_2,orthography,leaf_rule,Непринадлежность к разряду лиц или явлений в сочетаниях с «не»,3.7.1.4.2,[],syntax_required,"[""model"", ""syntax""]",False,False,BLOCK_NEEDS_SYNTAX,semantic disambiguation is required before safe syntax candidate generation,False,False,False,False,True,True,True,False,high,[],[],[],[]
orthography_3_7_1_4_3,orthography,leaf_rule,Определение или предлог перед существительным с «не»,3.7.1.4.3,[],syntax_required,"[""model"", ""syntax""]",False,False,BLOCK_NEEDS_SYNTAX,semantic disambiguation is required before safe syntax candidate generation,False,False,False,False,True,True,True,False,high,[],[],[],[]
orthography_3_7_1_4_4,orthography,leaf_rule,"Наличие слов типа «очень», «крайне», «весьма»",3.7.1.4.4,"[""ne_adjective"", ""ne_adverb"", ""ne_short_form"", ""ne_predicative""]",model_required,"[""syntax"", ""morphology"", ""model""]",True,False,INCLUDE_AFTER_THRESHOLD_CALIBRATION,syntax eval support verified; candidate recall and hard-negative gates pass,True,True,True,True,True,True,True,False,high,[],"[""ne_adjective"", ""ne_adverb"", ""ne_short_form"", ""ne_predicative""]","[""threshold_calibration""]","[""policy_decision_included""]"
orthography_3_7_1_4_5,orthography,leaf_rule,Наличие уточняющих наречий,3.7.1.4.5,"[""ne_adjective"", ""ne_adverb"", ""ne_short_form"", ""ne_predicative""]",model_required,"[""syntax"", ""morphology"", ""model""]",True,False,INCLUDE_AFTER_THRESHOLD_CALIBRATION,syntax eval support verified; candidate recall and hard-negative gates pass,True,True,True,True,True,True,True,False,high,[],"[""ne_adjective"", ""ne_adverb"", ""ne_short_form"", ""ne_predicative""]","[""threshold_calibration""]","[""policy_decision_included""]"
orthography_3_7_1_5,orthography,leaf_rule,Слитное написание с полными формами причастий,3.7.1.5,"[""ne_participle""]",model_required,"[""syntax"", ""morphology"", ""model""]",True,False,INCLUDE_AFTER_THRESHOLD_CALIBRATION,syntax eval support verified; candidate recall and hard-negative gates pass,True,True,True,True,True,True,True,False,high,[],"[""ne_participle""]","[""threshold_calibration""]","[""policy_decision_included""]"
orthography_group_pravila_slitnogo_defisnogo_i_razdelnogo_napisaniya_napisaniya_s_otritsaniem_ne_razdelnoe_napisanie_ne,orthography,group,Раздельное написание «не»,,[],metadata_only,[],False,False,BLOCK_METADATA_ONLY,metadata_only taxonomy entry,False,False,False,False,True,True,True,False,low,[],[],[],[]
orthography_3_7_2_1,orthography,leaf_rule,Написание со всеми формами глаголов (кроме полных причастий),3.7.2.1,"[""ne_verb""]",model_required,"[""model"", ""morphology"", ""syntax""]",True,False,INCLUDE_AFTER_THRESHOLD_CALIBRATION,syntax eval support verified; candidate recall and hard-negative gates pass,True,True,True,True,True,True,True,False,medium,[],"[""ne_verb""]","[""threshold_calibration""]","[""policy_decision_included""]"
orthography_3_7_2_2,orthography,leaf_rule,Написание с числительными и счётными существительными,3.7.2.2,[],syntax_required,"[""model"", ""syntax""]",False,False,BLOCK_NEEDS_DICTIONARY,dictionary-backed lexical or morphology support is required before training inclusion,False,False,False,False,True,True,True,False,high,[],[],[],[]
orthography_3_7_2_3,orthography,leaf_rule,Написание с местоименными словами,3.7.2.3,[],syntax_required,"[""model"", ""syntax""]",False,False,BLOCK_NEEDS_DICTIONARY,dictionary-backed lexical or morphology support is required before training inclusion,False,False,False,False,True,True,True,False,high,[],[],[],[]
orthography_3_7_2_4,orthography,leaf_rule,Написание со всегда краткими прилагательными,3.7.2.4,[],syntax_required,"[""model"", ""syntax""]",False,False,BLOCK_NEEDS_SYNTAX,semantic disambiguation is required before safe syntax candidate generation,False,False,False,False,True,True,True,False,high,[],[],[],[]
orthography_3_7_2_5,orthography,leaf_rule,Написание с наречиями и неизменяемыми словами в роли сказуемого,3.7.2.5,[],syntax_required,"[""model"", ""syntax""]",False,False,BLOCK_NEEDS_SYNTAX,semantic disambiguation is required before safe syntax candidate generation,False,False,False,False,True,True,True,False,high,[],[],[],[]
orthography_3_7_2_6,orthography,leaf_rule,"Написание с любыми словами, пишущимися через дефис",3.7.2.6,[],syntax_required,"[""model"", ""syntax""]",False,False,BLOCK_NEEDS_DICTIONARY,dictionary-backed lexical or morphology support is required before training inclusion,False,False,False,False,True,True,True,False,high,[],[],[],[]
orthography_3_7_2_8,orthography,leaf_rule,Конструкции с противопоставлением,3.7.2.8,"[""ne_adjective"", ""ne_adverb"", ""ne_participle"", ""ne_short_form"", ""ne_predicative""]",model_required,"[""syntax"", ""morphology"", ""model""]",True,False,INCLUDE_AFTER_THRESHOLD_CALIBRATION,syntax eval support verified; candidate recall and hard-negative gates pass,True,True,True,True,True,True,True,False,high,[],"[""ne_adjective"", ""ne_adverb"", ""ne_participle"", ""ne_short_form"", ""ne_predicative""]","[""threshold_calibration""]","[""policy_decision_included""]"
orthography_3_7_2_9,orthography,leaf_rule,"Конструкции, усиливающие отрицание",3.7.2.9,"[""ne_adjective"", ""ne_adverb"", ""ne_participle"", ""ne_short_form"", ""ne_predicative"", ""ni_particle_context""]",model_required,"[""syntax"", ""morphology"", ""model""]",True,False,INCLUDE_AFTER_THRESHOLD_CALIBRATION,syntax eval support verified; candidate recall and hard-negative gates pass,True,True,True,True,True,True,True,False,high,[],"[""ne_adjective"", ""ne_adverb"", ""ne_participle"", ""ne_short_form"", ""ne_predicative"", ""ni_particle_context""]","[""threshold_calibration""]","[""policy_decision_included""]"
orthography_3_7_2_10,orthography,leaf_rule,"Сочетания «едва ли не…, чуть ли не…, разве не…, не далее как…, не позже чем…, не раньше чем…»",3.7.2.10,"[""ne_adverb"", ""ne_predicative"", ""ni_particle_context""]",model_required,"[""syntax"", ""morphology"", ""model""]",True,False,INCLUDE_AFTER_THRESHOLD_CALIBRATION,syntax eval support verified; candidate recall and hard-negative gates pass,True,True,True,True,True,True,True,False,high,[],"[""ne_adverb"", ""ne_predicative"", ""ni_particle_context""]","[""threshold_calibration""]","[""policy_decision_included""]"
orthography_3_7_2_11,orthography,leaf_rule,Раздельное написание с полными формами причастий,3.7.2.11,"[""ne_participle""]",model_required,"[""model"", ""morphology"", ""syntax""]",True,False,INCLUDE_AFTER_THRESHOLD_CALIBRATION,syntax eval support verified; candidate recall and hard-negative gates pass,True,True,True,True,True,True,True,False,medium,[],"[""ne_participle""]","[""threshold_calibration""]","[""policy_decision_included""]"
orthography_group_pravila_slitnogo_defisnogo_i_razdelnogo_napisaniya_obschie_pravila_slitnogo_napisaniya,orthography,group,Общие правила слитного написания,,[],metadata_only,[],False,False,BLOCK_METADATA_ONLY,metadata_only taxonomy entry,False,False,False,False,True,True,True,False,low,[],[],[],[]
orthography_3_8_1,orthography,leaf_rule,Написание слов с приставками,3.8.1,[],planned,[],False,False,BLOCK_PLANNED,planned taxonomy entry has no executable training path,False,False,False,False,True,True,True,False,low,[],[],[],[]
orthography_3_8_2,orthography,leaf_rule,"Написание слов, первая часть которых совпадает с формой числительного",3.8.2,[],planned,[],False,False,BLOCK_PLANNED,planned taxonomy entry has no executable training path,False,False,False,False,True,True,True,False,low,[],[],[],[]
orthography_3_8_3,orthography,leaf_rule,Написание слов с первой иноязычной частью,3.8.3,[],planned,[],False,False,BLOCK_PLANNED,planned taxonomy entry has no executable training path,False,False,False,False,True,True,True,False,low,[],[],[],[]
orthography_3_8_4,orthography,leaf_rule,Сложные слова без соединительной гласной,3.8.4,[],dictionary_model_required,"[""dictionary"", ""model""]",False,False,BLOCK_NEEDS_DICTIONARY,requires dictionary-backed candidate path,False,False,False,False,True,True,True,False,medium,[],[],[],[]
orthography_group_pravila_slitnogo_defisnogo_i_razdelnogo_napisaniya_obschie_pravila_napisaniya_cherez_defis,orthography,group,Общие правила написания через дефис,,[],metadata_only,[],False,False,BLOCK_METADATA_ONLY,metadata_only taxonomy entry,False,False,False,False,True,True,True,False,low,[],[],[],[]
orthography_3_9_1,orthography,leaf_rule,Дефисное написание повторяемых сочетаний,3.9.1,[],planned,[],False,False,BLOCK_PLANNED,planned taxonomy entry has no executable training path,False,False,False,False,True,True,True,False,low,[],[],[],[]
orthography_3_9_3,orthography,leaf_rule,Парные конструкции из слов с первой частью «полу-»,3.9.3,[],planned,[],False,False,BLOCK_PLANNED,planned taxonomy entry has no executable training path,False,False,False,False,True,True,True,False,low,[],[],[],[]
orthography_3_9_5,orthography,leaf_rule,Сочетания со значением указания на количество или время,3.9.5,[],planned,[],False,False,BLOCK_PLANNED,planned taxonomy entry has no executable training path,False,False,False,False,True,True,True,False,low,[],[],[],[]
orthography_3_11,orthography,leaf_rule,Написание согласно словарю,3.11,"[""hyphen_whitelist""]",candidate_only,"[""dictionary"", ""model""]",True,True,INCLUDE_NOW,"candidate, synthetic, hard-negative, and validator gates are available",True,True,True,True,True,True,True,False,medium,"[""hyphen_whitelist""]","[""hyphen_whitelist""]","[""production_ready""]","[""policy_decision_included""]"
orthography_group_pravila_upotrebleniya_propisnyh_i_strochnyh_bukv,orthography,group,Правила употребления прописных и строчных букв,,[],metadata_only,[],False,False,BLOCK_METADATA_ONLY,metadata_only taxonomy entry,False,False,False,False,True,True,True,False,low,[],[],[],[]
orthography_group_pravila_upotrebleniya_propisnyh_i_strochnyh_bukv_sobstvennye_imena_i_proizvodnye_ot_nih_slova,orthography,group,Собственные имена и производные от них слова,,[],metadata_only,[],False,False,BLOCK_METADATA_ONLY,metadata_only taxonomy entry,False,False,False,False,True,True,True,False,low,[],[],[],[]
orthography_4_1_1,orthography,leaf_rule,"Личные имена, отчества, фамилии, псевдонимы, прозвища",4.1.1,"[""capitalization_ner""]",ner_required,"[""model"", ""ner"", ""syntax""]",True,False,BLOCK_NEEDS_NER,requires explicit NER support; optional syntax NER labels are not enough,True,False,False,True,True,True,True,False,high,[],[],"[""blocked""]","[""BLOCK_NEEDS_NER""]"
orthography_4_1_2,orthography,leaf_rule,Служебные слова в составе фамилий,4.1.2,[],planned,[],False,False,BLOCK_PLANNED,planned taxonomy entry has no executable training path,False,False,False,False,True,True,True,False,low,[],[],[],[]
orthography_4_1_3,orthography,leaf_rule,"Составные части арабских, тюркских, персидских имён",4.1.3,[],planned,[],False,False,BLOCK_PLANNED,planned taxonomy entry has no executable training path,False,False,False,False,True,True,True,False,low,[],[],[],[]
orthography_4_1_4,orthography,leaf_rule,"Имена, относящиеся к религии и мифологии",4.1.4,[],planned,[],False,False,BLOCK_PLANNED,planned taxonomy entry has no executable training path,False,False,False,False,True,True,True,False,low,[],[],[],[]
orthography_4_1_5,orthography,leaf_rule,Нарицательные имена со строчной буквы,4.1.5,[],planned,[],False,False,BLOCK_PLANNED,planned taxonomy entry has no executable training path,False,False,False,False,True,True,True,False,low,[],[],[],[]
orthography_4_1_7,orthography,leaf_rule,Нарицательные слова как названия персонажей,4.1.7,[],planned,[],False,False,BLOCK_PLANNED,planned taxonomy entry has no executable training path,False,False,False,False,True,True,True,False,low,[],[],[],[]
orthography_4_1_9,orthography,leaf_rule,"Имена прилагательные с суффиксами -ск-, -овск- (-евск-), -инск-",4.1.9,[],dictionary_model_required,"[""dictionary"", ""model""]",False,False,BLOCK_NEEDS_DICTIONARY,requires dictionary-backed candidate path,False,False,False,False,True,True,True,False,medium,[],[],[],[]
orthography_4_1_11,orthography,leaf_rule,Названия и веб-адреса сайтов,4.1.11,[],planned,[],False,False,BLOCK_PLANNED,planned taxonomy entry has no executable training path,False,False,False,False,True,True,True,False,low,[],[],[],[]
orthography_group_pravila_upotrebleniya_propisnyh_i_strochnyh_bukv_geograficheskie_i_administrativno_territorialnye_nazvaniya_i_proizvodnye_ot_nih_slova,orthography,group,Географические и административно-территориальные названия и производные от них слова,,[],metadata_only,[],False,False,BLOCK_METADATA_ONLY,metadata_only taxonomy entry,False,False,False,False,True,True,True,False,low,[],[],[],[]
orthography_4_2_1,orthography,leaf_rule,Географические и административно-территориальные названия,4.2.1,[],ner_required,"[""model"", ""ner"", ""syntax""]",False,False,BLOCK_NEEDS_NER,requires explicit NER support; optional syntax NER labels are not enough,False,False,False,False,True,True,True,False,high,[],[],[],[]
orthography_4_2_4,orthography,leaf_rule,Названия стран света,4.2.4,[],ner_required,"[""model"", ""ner"", ""syntax""]",False,False,BLOCK_NEEDS_NER,requires explicit NER support; optional syntax NER labels are not enough,False,False,False,False,True,True,True,False,high,[],[],[],[]
orthography_4_2_5,orthography,leaf_rule,"Однословные производные названия территорий, областей, местностей",4.2.5,[],ner_required,"[""model"", ""ner"", ""syntax""]",False,False,BLOCK_NEEDS_NER,requires explicit NER support; optional syntax NER labels are not enough,False,False,False,False,True,True,True,False,high,[],[],[],[]
orthography_4_2_6,orthography,leaf_rule,Неофициальные устойчивые названия государств и городов,4.2.6,[],ner_required,"[""model"", ""ner"", ""syntax""]",False,False,BLOCK_NEEDS_NER,requires explicit NER support; optional syntax NER labels are not enough,False,False,False,False,True,True,True,False,high,[],[],[],[]
orthography_4_2_7,orthography,leaf_rule,"Названия железнодорожных станций, вокзалов, аэропортов",4.2.7,[],ner_required,"[""model"", ""ner"", ""syntax""]",False,False,BLOCK_NEEDS_NER,requires explicit NER support; optional syntax NER labels are not enough,False,False,False,False,True,True,True,False,high,[],[],[],[]
orthography_4_3,orthography,leaf_rule,Астрономические названия,4.3,[],planned,[],False,False,BLOCK_PLANNED,planned taxonomy entry has no executable training path,False,False,False,False,True,True,True,False,low,[],[],[],[]
orthography_4_4,orthography,leaf_rule,"Названия исторических эпох, событий, календарных периодов, праздников и общественных мероприятий",4.4,[],planned,[],False,False,BLOCK_PLANNED,planned taxonomy entry has no executable training path,False,False,False,False,True,True,True,False,low,[],[],[],[]
orthography_group_pravila_upotrebleniya_propisnyh_i_strochnyh_bukv_nazvaniya_svyazannye_s_religiey,orthography,group,"Названия, связанные с религией",,[],metadata_only,[],False,False,BLOCK_METADATA_ONLY,metadata_only taxonomy entry,False,False,False,False,True,True,True,False,low,[],[],[],[]
orthography_4_5_1,orthography,leaf_rule,Написание слова «Бог» и производных,4.5.1,[],planned,[],False,False,BLOCK_PLANNED,planned taxonomy entry has no executable training path,False,False,False,False,True,True,True,False,low,[],[],[],[]
orthography_4_5_2,orthography,leaf_rule,Слова перед собственными именами,4.5.2,[],planned,[],False,False,BLOCK_PLANNED,planned taxonomy entry has no executable training path,False,False,False,False,True,True,True,False,low,[],[],[],[]
orthography_4_5_3,orthography,leaf_rule,Слово «бог» в устойчивых сочетаниях,4.5.3,[],planned,[],False,False,BLOCK_PLANNED,planned taxonomy entry has no executable training path,False,False,False,False,True,True,True,False,low,[],[],[],[]
orthography_4_5_5,orthography,leaf_rule,Первое слово и собственные имена в названиях религиозных праздников,4.5.5,[],planned,[],False,False,BLOCK_PLANNED,planned taxonomy entry has no executable training path,False,False,False,False,True,True,True,False,low,[],[],[],[]
orthography_4_5_6,orthography,leaf_rule,"Названия постов, недель и дней, относящихся к этим периодам",4.5.6,[],planned,[],False,False,BLOCK_PLANNED,planned taxonomy entry has no executable training path,False,False,False,False,True,True,True,False,low,[],[],[],[]
orthography_4_5_7,orthography,leaf_rule,Названия конфессий,4.5.7,[],planned,[],False,False,BLOCK_PLANNED,planned taxonomy entry has no executable training path,False,False,False,False,True,True,True,False,low,[],[],[],[]
orthography_4_5_8,orthography,leaf_rule,Первое слово в названиях высших органов церковной власти,4.5.8,[],planned,[],False,False,BLOCK_PLANNED,planned taxonomy entry has no executable training path,False,False,False,False,True,True,True,False,low,[],[],[],[]
orthography_4_5_9,orthography,leaf_rule,Полные официальные наименования высших церковных должностных лиц,4.5.9,[],planned,[],False,False,BLOCK_PLANNED,planned taxonomy entry has no executable training path,False,False,False,False,True,True,True,False,low,[],[],[],[]
orthography_4_5_10,orthography,leaf_rule,"Названия монастырей, храмов, икон",4.5.10,[],planned,[],False,False,BLOCK_PLANNED,planned taxonomy entry has no executable training path,False,False,False,False,True,True,True,False,low,[],[],[],[]
orthography_4_5_11,orthography,leaf_rule,Родовые наименования,4.5.11,[],planned,[],False,False,BLOCK_PLANNED,planned taxonomy entry has no executable training path,False,False,False,False,True,True,True,False,low,[],[],[],[]
orthography_4_5_12,orthography,leaf_rule,Названия культовых книг,4.5.12,[],planned,[],False,False,BLOCK_PLANNED,planned taxonomy entry has no executable training path,False,False,False,False,True,True,True,False,low,[],[],[],[]
orthography_group_pravila_upotrebleniya_propisnyh_i_strochnyh_bukv_nazvaniya_organov_vlasti_uchrezhdeniy_organizatsiy_obschestv_partiy,orthography,group,"Названия органов власти, учреждений, организаций, обществ, партий",,[],metadata_only,[],False,False,BLOCK_METADATA_ONLY,metadata_only taxonomy entry,False,False,False,False,True,True,True,False,low,[],[],[],[]
orthography_4_6_1,orthography,leaf_rule,Официальные составные названия,4.6.1,[],ner_required,"[""model"", ""ner"", ""syntax""]",False,False,BLOCK_NEEDS_NER,requires explicit NER support; optional syntax NER labels are not enough,False,False,False,False,True,True,True,False,high,[],[],[],[]
orthography_4_6_3,orthography,leaf_rule,Высшие представительные учреждения зарубежных стран,4.6.3,[],ner_required,"[""model"", ""ner"", ""syntax""]",False,False,BLOCK_NEEDS_NER,requires explicit NER support; optional syntax NER labels are not enough,False,False,False,False,True,True,True,False,high,[],[],[],[]
orthography_group_pravila_upotrebleniya_propisnyh_i_strochnyh_bukv_nazvaniya_dokumentov_pamyatnikov_predmetov_i_proizvedeniy_iskusstva,orthography,group,"Названия документов, памятников, предметов и произведений искусства",,[],metadata_only,[],False,False,BLOCK_METADATA_ONLY,metadata_only taxonomy entry,False,False,False,False,True,True,True,False,low,[],[],[],[]
orthography_4_7_1,orthography,leaf_rule,"Прописная буква в названиях документов, государственных законов, архитектурных памятников, предметов и произведений искусства",4.7.1,[],ner_required,"[""model"", ""ner"", ""syntax""]",False,False,BLOCK_NEEDS_NER,requires explicit NER support; optional syntax NER labels are not enough,False,False,False,False,True,True,True,False,high,[],[],[],[]
orthography_4_8,orthography,leaf_rule,"Названия должностей, званий, титулов",4.8,[],ner_required,"[""model"", ""ner"", ""syntax""]",False,False,BLOCK_NEEDS_NER,requires explicit NER support; optional syntax NER labels are not enough,False,False,False,False,True,True,True,False,high,[],[],[],[]
orthography_4_9,orthography,leaf_rule,"Названия орденов, медалей, наград, знаков отличия",4.9,[],ner_required,"[""model"", ""ner"", ""syntax""]",False,False,BLOCK_NEEDS_NER,requires explicit NER support; optional syntax NER labels are not enough,False,False,False,False,True,True,True,False,high,[],[],[],[]
orthography_group_pravila_upotrebleniya_propisnyh_i_strochnyh_bukv_propisnye_bukvy_v_osobom_stilisticheskom_upotreblenii,orthography,group,Прописные буквы в особом стилистическом употреблении,,[],metadata_only,[],False,False,BLOCK_METADATA_ONLY,metadata_only taxonomy entry,False,False,False,False,True,True,True,False,low,[],[],[],[]
orthography_4_11_2,orthography,leaf_rule,"Местоимения «Вы», «Ваш»",4.11.2,[],syntax_required,"[""model"", ""syntax""]",False,False,BLOCK_NEEDS_SYNTAX,hard-negative or policy risk blocks training inclusion,False,False,False,False,True,True,True,False,high,[],[],[],[]
orthography_4_12,orthography,leaf_rule,Прописные буквы после знаков препинания,4.12,"[""capitalization_sentence_start""]",candidate_only,"[""model""]",True,False,INCLUDE_AFTER_VALIDATOR,candidate path verified; validator guards and hard negatives are required before dataset build,True,True,True,True,True,True,True,False,high,[],"[""capitalization_sentence_start""]","[""validator_dependent""]","[""runtime_validator_supported""]"
orthography_group_pravila_napisaniya_abbreviatur_i_graficheskih_sokrascheniy,orthography,group,Правила написания аббревиатур и графических сокращений,,[],metadata_only,[],False,False,BLOCK_METADATA_ONLY,metadata_only taxonomy entry,False,False,False,False,True,True,True,False,low,[],[],[],[]
orthography_group_pravila_napisaniya_abbreviatur_i_graficheskih_sokrascheniy_abbreviatury_i_proizvodnye_ot_nih_slova,orthography,group,Аббревиатуры и производные от них слова,,[],metadata_only,[],False,False,BLOCK_METADATA_ONLY,metadata_only taxonomy entry,False,False,False,False,True,True,True,False,low,[],[],[],[]
orthography_5_1_1,orthography,leaf_rule,Аббревиатуры инициального типа,5.1.1,"[""abbreviation_case_protection""]",candidate_only,"[""dictionary"", ""model""]",True,False,INCLUDE_AFTER_VALIDATOR,candidate path verified; validator guards and hard negatives are required before dataset build,True,True,True,True,True,True,True,False,high,[],"[""abbreviation_case_protection""]","[""validator_dependent""]","[""runtime_validator_supported""]"
orthography_group_pravila_napisaniya_abbreviatur_i_graficheskih_sokrascheniy_graficheskie_sokrascheniya,orthography,group,Графические сокращения,,[],metadata_only,[],False,False,BLOCK_METADATA_ONLY,metadata_only taxonomy entry,False,False,False,False,True,True,True,False,low,[],[],[],[]
orthography_group_pravila_napisaniya_abbreviatur_i_graficheskih_sokrascheniy_graficheskie_sokrascheniya_tochka_posle_sokrascheniy,orthography,group,Точка после сокращений,,[],metadata_only,[],False,False,BLOCK_METADATA_ONLY,metadata_only taxonomy entry,False,False,False,False,True,True,True,False,low,[],[],[],[]
orthography_5_2_1_1,orthography,leaf_rule,Общеупотребительные сокращения,5.2.1.1,[],dictionary_model_required,"[""dictionary"", ""model""]",False,False,BLOCK_NEEDS_DICTIONARY,requires dictionary-backed candidate path,False,False,False,False,True,True,True,False,medium,[],[],[],[]
orthography_5_2_1_2,orthography,leaf_rule,Самостоятельно употребляемые сокращения,5.2.1.2,[],dictionary_model_required,"[""dictionary"", ""model""]",False,False,BLOCK_NEEDS_DICTIONARY,requires dictionary-backed candidate path,False,False,False,False,True,True,True,False,medium,[],[],[],[]
orthography_5_2_1_3,orthography,leaf_rule,"Сокращение к идущим подряд нескольким числам, названиям, именам",5.2.1.3,[],dictionary_model_required,"[""dictionary"", ""model""]",False,False,BLOCK_NEEDS_DICTIONARY,requires dictionary-backed candidate path,False,False,False,False,True,True,True,False,medium,[],[],[],[]
orthography_group_pravopisanie_inostrannyh_slov,orthography,group,Правописание иностранных слов,,[],metadata_only,[],False,False,BLOCK_METADATA_ONLY,metadata_only taxonomy entry,False,False,False,False,True,True,True,False,low,[],[],[],[]
orthography_6_1,orthography,leaf_rule,Правописание английских слов,6.1,[],dictionary_model_required,"[""dictionary"", ""model""]",False,False,BLOCK_NEEDS_DICTIONARY,requires dictionary-backed candidate path,False,False,False,False,True,True,True,False,medium,[],[],[],[]
orthography_6_2,orthography,leaf_rule,Правописание латинских слов,6.2,[],dictionary_model_required,"[""dictionary"", ""model""]",False,False,BLOCK_NEEDS_DICTIONARY,requires dictionary-backed candidate path,False,False,False,False,True,True,True,False,medium,[],[],[],[]
orthography_6_3,orthography,leaf_rule,Правописание иноязычных слов и предложений,6.3,[],dictionary_model_required,"[""dictionary"", ""model""]",False,False,BLOCK_NEEDS_DICTIONARY,requires dictionary-backed candidate path,False,False,False,False,True,True,True,False,medium,[],[],[],[]
orthography_group_opechatki,orthography,group,Опечатки,,[],metadata_only,[],False,False,BLOCK_METADATA_ONLY,metadata_only taxonomy entry,False,False,False,False,True,True,True,False,low,[],[],[],[]
